kode_prov,kode_bps_2010,kode_bps_2014_x,kode_bps_2019,name_prov,name_kab_2014,name_kab_2019,dapil_2019,dapil 2014,change_14_19,name_kab_2010,Islam,Kristen,Katolik,Hindu,Budha,Khong Hu Chu,Lainnya,Tidak Terjawab,Tidak Ditanyakan,Jumlah
53,5371,5371,5371,Nusa Tenggara Timur,Kupang,Kupang,NTT-02,NTT-02,No Change,Kota Kupang,47062,212791,72695,1816,101,7,37,7,1723,336239
61,6101,6101,6101,Kalimantan Barat,Sambas,Sambas,Kalbar-01,Kalbar-at-large,Split District,Sambas,435024,8833,13916,165,31958,5623,41,141,419,496120
61,6102,6102,6102,Kalimantan Barat,Bengkayang,Bengkayang,Kalbar-01,Kalbar-at-large,Split District,Bengkayang,78347,57072,66278,230,10969,2265,23,2,91,215277
61,6103,6103,6103,Kalimantan Barat,Landak,Landak,Kalbar-01,Kalbar-at-large,Split District,Landak,52615,96026,178894,71,1603,207,19,38,176,329649
61,6104,6104,6104,Kalimantan Barat,Pontianak,Pontianak,Kalbar-01,Kalbar-at-large,Split District,Pontianak,174514,15102,17731,43,23945,2258,18,16,394,234021
61,6105,6105,6105,Kalimantan Barat,Sanggau,Sanggau,Kalbar-02,Kalbar-at-large,Split District,Sanggau,135394,65105,200798,167,3168,479,120,18,3219,408468
61,6106,6106,6106,Kalimantan Barat,Ketapang,Ketapang,Kalbar-02,Kalbar-at-large,Split District,Ketapang,273010,31983,111909,505,4710,1032,2149,1,2161,427460
61,6107,6107,6107,Kalimantan Barat,Sintang,Sintang,Kalbar-02,Kalbar-at-large,Split District,Sintang,135192,85782,141121,132,1946,271,70,7,238,364759
61,6108,6108,6108,Kalimantan Barat,Kapuas Hulu,Kapuas Hulu,Kalbar-02,Kalbar-at-large,Split District,Kapuas Hulu,132180,18171,71189,55,258,231,73,3,0,222160
61,6109,6109,6109,Kalimantan Barat,Sekadau,Sekadau,Kalbar-02,Kalbar-at-large,Split District,Sekadau,69625,24625,85529,21,1051,629,151,0,3,181634
61,6110,6110,6110,Kalimantan Barat,Melawi,Melawi,Kalbar-02,Kalbar-at-large,Split District,Melawi,92795,40690,44033,25,970,127,3,0,2,178645
61,6111,6111,6111,Kalimantan Barat,Kayong Utara,Kayong Utara,Kalbar-01,Kalbar-at-large,Split District,Kayong Utara,91296,1144,521,412,1020,1183,11,2,5,95594
61,6112,6112,6112,Kalimantan Barat,Kubu Raya,Kubu Raya,Kalbar-01,Kalbar-at-large,Split District,Kubu Raya,414674,18400,27803,465,34027,3164,105,299,2033,500970
61,6171,6171,6171,Kalimantan Barat,Pontianak,Pontianak,Kalbar-01,Kalbar-at-large,Split District,Kota Pontianak,418318,27601,33779,378,66753,7263,85,140,447,554764
61,6172,6172,6172,Kalimantan Barat,Singkawang,Singkawang,Kalbar-01,Kalbar-at-large,Split District,Kota Singkawang,100334,9720,14867,39,55363,5005,39,4,1091,186462
62,6201,6201,6201,Kalimantan Tengah,Kotawaringin Barat,Kotawaringin Barat,Kalteng-at-large,Kalteng-at-large,No Change,Kotawaringin Barat,216514,10326,3942,950,624,79,2889,0,479,235803
62,6202,6202,6202,Kalimantan Tengah,Kotawaringin Timur,Kotawaringin Timur,Kalteng-at-large,Kalteng-at-large,No Change,Kotawaringin Timur,323217,21841,6352,361,1019,167,20645,78,495,374175
62,6203,6203,6203,Kalimantan Tengah,Kapuas,Kapuas,Kalteng-at-large,Kalteng-at-large,No Change,Kapuas,269238,39253,902,4137,38,2,15868,0,208,329646
62,6204,6204,6204,Kalimantan Tengah,Barito Selatan,Barito Selatan,Kalteng-at-large,Kalteng-at-large,No Change,Barito Selatan,87198,23295,8429,37,80,1,4893,0,195,124128
62,6205,6205,6205,Kalimantan Tengah,Barito Utara,Barito Utara,Kalteng-at-large,Kalteng-at-large,No Change,Barito Utara,86673,14112,6026,97,19,13,14361,0,272,121573
62,6206,6206,6206,Kalimantan Tengah,Sukamara,Sukamara,Kalteng-at-large,Kalteng-at-large,No Change,Sukamara,35486,3762,2047,68,115,54,3298,0,122,44952
62,6207,6207,6207,Kalimantan Tengah,Lamandau,Lamandau,Kalteng-at-large,Kalteng-at-large,No Change,Lamandau,36657,15594,7052,304,14,16,3545,0,17,63199
62,6208,6208,6208,Kalimantan Tengah,Seruyan,Seruyan,Kalteng-at-large,Kalteng-at-large,No Change,Seruyan,121616,7579,3906,2190,90,22,4517,0,11,139931
62,6209,6209,6209,Kalimantan Tengah,Katingan,Katingan,Kalteng-at-large,Kalteng-at-large,No Change,Katingan,90064,25055,1898,27,2,3,29143,102,145,146439
62,6210,6210,6210,Kalimantan Tengah,Pulang Pisau,Pulang Pisau,Kalteng-at-large,Kalteng-at-large,No Change,Pulang Pisau,93620,22629,865,300,11,3,2555,0,79,120062
62,6211,6211,6211,Kalimantan Tengah,Gunung Mas,Gunung Mas,Kalteng-at-large,Kalteng-at-large,No Change,Gunung Mas,18469,60883,1251,19,23,4,16301,40,0,96990
62,6212,6212,6212,Kalimantan Tengah,Barito Timur,Barito Timur,Kalteng-at-large,Kalteng-at-large,No Change,Barito Timur,49678,34333,7925,348,17,1,4810,0,260,97372
62,6213,6213,6213,Kalimantan Tengah,Murung Raya,Murung Raya,Kalteng-at-large,Kalteng-at-large,No Change,Murung Raya,61393,15506,4657,14,5,16,14685,0,581,96857
62,6271,6271,6271,Kalimantan Tengah,Palangkaraya,Palangkaraya,Kalteng-at-large,Kalteng-at-large,No Change,Kota Palangka Raya,153892,59185,3027,2297,244,33,909,0,1375,220962
63,6301,6301,6301,Kalimantan Selatan,Tanah Laut,Tanah Laut,Kalsel-02,Kalsel-02,No Change,Tanah Laut,290060,3071,1011,1258,257,2,40,0,634,296333
63,6302,6302,6302,Kalimantan Selatan,Kota Baru,Kota Baru,Kalsel-02,Kalsel-02,No Change,Kotabaru,267873,8860,2432,1344,2454,51,6509,0,619,290142
63,6303,6303,6303,Kalimantan Selatan,Banjar,Banjar,Kalsel-01,Kalsel-01,No Change,Banjar,501015,1452,501,73,414,11,2273,2,1098,506839
63,6304,6304,6304,Kalimantan Selatan,Barito Kuala,Barito Kuala,Kalsel-01,Kalsel-01,No Change,Barito Kuala,272226,968,230,1064,42,1,1,0,1615,276147
63,6305,6305,6305,Kalimantan Selatan,Tapin,Tapin,Kalsel-01,Kalsel-01,No Change,Tapin,165364,1091,143,213,2,0,720,0,344,167877
63,6306,6306,6306,Kalimantan Selatan,Hulu Sungai Selatan,Hulu Sungai Selatan,Kalsel-01,Kalsel-01,No Change,Hulu Sungai Selatan,208365,1069,9,21,14,0,2835,0,172,212485
63,6307,6307,6307,Kalimantan Selatan,Hulu Sungai Tengah,Hulu Sungai Tengah,Kalsel-01,Kalsel-01,No Change,Hulu Sungai Tengah,234710,790,36,2699,26,2,3226,0,1971,243460
63,6308,6308,6308,Kalimantan Selatan,Hulu Sungai Utara,Hulu Sungai Utara,Kalsel-01,Kalsel-01,No Change,Hulu Sungai Utara,208890,81,8,18,9,0,0,0,240,209246
63,6309,6309,6309,Kalimantan Selatan,Tabalong,Tabalong,Kalsel-01,Kalsel-01,No Change,Tabalong,209129,5903,1656,1313,25,1,15,0,578,218620
63,6310,6310,6310,Kalimantan Selatan,Tanah Bumbu,Tanah Bumbu,Kalsel-02,Kalsel-02,No Change,Tanah Bumbu,255153,3379,1806,5787,132,23,812,0,837,267929
63,6311,6311,6311,Kalimantan Selatan,Balangan,Balangan,Kalsel-01,Kalsel-01,No Change,Balangan,106040,758,196,1489,3910,6,26,0,5,112430
63,6371,6371,6371,Kalimantan Selatan,Banjarmasin,Banjarmasin,Kalsel-02,Kalsel-02,No Change,Kota Banjarmasin,597556,15095,6484,437,4262,122,3,0,1522,625481
63,6372,6372,6372,Kalimantan Selatan,Banjar Baru,Banjar Baru,Kalsel-02,Kalsel-02,No Change,Kota Banjarbaru,189465,5457,1533,348,128,17,5,1,2673,199627
64,6401,6401,6401,Kalimantan Timur,Pasir,Pasir,Kaltim-at-large,Kaltim-at-large,No Change,Paser,215270,6683,4722,372,434,5,148,107,2575,230316
64,6402,6402,6402,Kalimantan Timur,Kutai Barat,Kutai Barat,Kaltim-at-large,Kaltim-at-large,No Change,Kutai Barat,70120,47529,46953,101,26,6,252,104,0,165091
64,6403,6403,6403,Kalimantan Timur,Kutai Kartanegara,Kutai Kartanegara,Kaltim-at-large,Kaltim-at-large,No Change,Kutai Kartanegara,577072,36007,8561,2381,153,35,154,216,2101,626680
64,6404,6404,6404,Kalimantan Timur,Kutai Timur,Kutai Timur,Kaltim-at-large,Kaltim-at-large,No Change,Kutai Timur,213892,26861,12883,1826,82,15,21,0,57,255637
64,6405,6405,6405,Kalimantan Timur,Berau,Berau,Kaltim-at-large,Kaltim-at-large,No Change,Berau,151822,16817,9112,123,578,45,31,1,550,179079
64,6409,6409,6409,Kalimantan Timur,Penajam Paser Utara,Penajam Paser Utara,Kaltim-at-large,Kaltim-at-large,No Change,Penajam Paser Utara,135624,5793,1203,74,21,3,0,204,0,142922
64,6402,6411,6411,Kalimantan Timur,Mahakam Hulu,Mahakam Hulu,Kaltim-at-large,Kaltim-at-large,No Change,Kutai Barat,70120,47529,46953,101,26,6,252,104,0,165091
64,6471,6471,6471,Kalimantan Timur,Balikpapan,Balikpapan,Kaltim-at-large,Kaltim-at-large,No Change,Kota Balikpapan,501599,37820,8187,1313,4875,196,178,409,3002,557579
64,6472,6472,6472,Kalimantan Timur,Samarinda,Samarinda,Kaltim-at-large,Kaltim-at-large,No Change,Kota Samarinda,661544,38180,15426,859,6228,595,39,355,4274,727500
64,6474,6474,6474,Kalimantan Timur,Bontang,Bontang,Kaltim-at-large,Kaltim-at-large,No Change,Kota Bontang,128284,12332,2216,320,80,5,1,101,344,143683
65,6406,6501,6501,Kalimantan Utara,Malinau,Malinau,Kalut-at-large,Kaltim-at-large,Split District,Malinau,19679,36161,5553,30,201,1,0,33,922,62580
65,6407,6502,6502,Kalimantan Utara,Bulungan,Bulungan,Kalut-at-large,Kaltim-at-large,Split District,Bulungan,79726,25316,6788,71,557,0,2,12,191,112663
65,6410,6503,6503,Kalimantan Utara,Tana Tidung,Tana Tidung,Kalut-at-large,Kaltim-at-large,Split District,Tana Tidung,11516,2267,1385,2,19,1,12,0,0,15202
65,6408,6504,6504,Kalimantan Utara,Nunukan,Nunukan,Kalut-at-large,Kaltim-at-large,Split District,Nunukan,102161,27421,10418,78,184,27,5,110,437,140841
65,6473,6571,6571,Kalimantan Utara,Tarakan,Tarakan,Kalut-at-large,Kaltim-at-large,Split District,Kota Tarakan,165396,18193,5222,107,2918,146,6,299,1083,193370
71,7101,7101,7101,Sulawesi Utara,Bolaang Mongondow,Bolaang Mongondow,Sulut-at-large,Sulut-at-large,No Change,Bolaang Mongondow,129531,70492,2168,11276,11,6,0,0,0,213484
71,7102,7102,7102,Sulawesi Utara,Minahasa,Minahasa,Sulut-at-large,Sulut-at-large,No Change,Minahasa,20358,263860,24941,217,66,4,10,1,927,310384
71,7103,7103,7103,Sulawesi Utara,Kepulauan Sangihe,Kepulauan Sangihe,Sulut-at-large,Sulut-at-large,No Change,Kepulauan Sangihe,25489,98456,1105,15,3,2,899,6,125,126100
71,7104,7104,7104,Sulawesi Utara,Kepulauan Talaud,Kepulauan Talaud,Sulut-at-large,Sulut-at-large,No Change,Kepulauan Talaud,2606,78157,2370,6,0,1,269,0,25,83434
71,7105,7105,7105,Sulawesi Utara,Minahasa Selatan,Minahasa Selatan,Sulut-at-large,Sulut-at-large,No Change,Minahasa Selatan,17727,171757,5782,26,36,42,4,1,178,195553
71,7106,7106,7106,Sulawesi Utara,Minahasa Utara,Minahasa Utara,Sulut-at-large,Sulut-at-large,No Change,Minahasa Utara,35102,140919,12633,135,59,17,30,6,3,188904
71,7107,7107,7107,Sulawesi Utara,Bolaang Mongondow Utara,Bolaang Mongondow Utara,Sulut-at-large,Sulut-at-large,No Change,Bolaang Mongondow Utara,62214,8385,74,15,2,3,0,0,0,70693
71,7108,7108,7108,Sulawesi Utara,Kep. Siau Tagulandang Biaro (Sitaro),Kep. Siau Tagulandang Biaro (Sitaro),Sulut-at-large,Sulut-at-large,No Change,Siau Tagulandang Biaro,2027,61387,343,7,6,2,0,1,28,63801
71,7109,7109,7109,Sulawesi Utara,Minahasa Tenggara (Mitra),Minahasa Tenggara (Mitra),Sulut-at-large,Sulut-at-large,No Change,Minahasa Tenggara,17854,81769,812,2,3,2,0,1,0,100443
71,7110,7110,7110,Sulawesi Utara,Bolaang Mongondow Selatan,Bolaang Mongondow Selatan,Sulut-at-large,Sulut-at-large,No Change,Bolaang Mongondow Selatan,53101,3804,29,59,3,0,5,0,0,57001
71,7111,7111,7111,Sulawesi Utara,Bolaang Mongondow Timur,Bolaang Mongondow Timur,Sulut-at-large,Sulut-at-large,No Change,Bolaang Mongondow Timur,46543,15886,1208,12,5,0,0,0,0,63654
71,7171,7171,7171,Sulawesi Utara,Manado,Manado,Sulut-at-large,Sulut-at-large,No Change,Kota Manado,128483,254912,20603,692,2244,412,87,40,3008,410481
71,7172,7172,7172,Sulawesi Utara,Bitung,Bitung,Sulut-at-large,Sulut-at-large,No Change,Kota Bitung,66654,113234,5824,199,362,13,31,27,1308,187652
71,7173,7173,7173,Sulawesi Utara,Tomohon,Tomohon,Sulut-at-large,Sulut-at-large,No Change,Kota Tomohon,3536,66164,20925,41,112,1,28,0,746,91553
71,7174,7174,7174,Sulawesi Utara,Kotamobagu,Kotamobagu,Sulut-at-large,Sulut-at-large,No Change,Kota Kotamobagu,90474,14959,1163,431,164,6,0,0,262,107459
72,7201,7201,7201,Sulawesi Tengah,Banggai Kepulauan,Banggai Kepulauan,Sulteng-at-large,Sulteng-at-large,No Change,Banggai Kepulauan,120006,44829,6469,68,3,8,5,12,227,171627
72,7202,7202,7202,Sulawesi Tengah,Banggai,Banggai,Sulteng-at-large,Sulteng-at-large,No Change,Banggai,246492,48344,4255,22534,381,23,137,33,1427,323626
72,7203,7203,7203,Sulawesi Tengah,Morowali,Morowali,Sulteng-at-large,Sulteng-at-large,No Change,Morowali,149955,43781,1815,6556,126,18,1536,116,2419,206322
72,7204,7204,7204,Sulawesi Tengah,Poso,Poso,Sulteng-at-large,Sulteng-at-large,No Change,Poso,77158,117430,1651,11816,12,2,15,4,1140,209228
72,7205,7205,7205,Sulawesi Tengah,Donggala,Donggala,Sulteng-at-large,Sulteng-at-large,No Change,Donggala,246960,21042,333,8616,156,25,0,0,488,277620
72,7206,7206,7206,Sulawesi Tengah,Toli-Toli,Toli-Toli,Sulteng-at-large,Sulteng-at-large,No Change,Toli-Toli,195239,10563,622,3033,1267,18,5,113,436,211296
72,7207,7207,7207,Sulawesi Tengah,Buol,Buol,Sulteng-at-large,Sulteng-at-large,No Change,Buol,124686,3446,1443,2370,252,8,3,29,93,132330
72,7208,7208,7208,Sulawesi Tengah,Parigi Moutong,Parigi Moutong,Sulteng-at-large,Sulteng-at-large,No Change,Parigi Moutong,333533,37565,1931,39963,110,3,11,51,421,413588
72,7209,7209,7209,Sulawesi Tengah,Tojo Una-Una,Tojo Una-Una,Sulteng-at-large,Sulteng-at-large,No Change,Tojo Una-Una,125194,8775,165,660,61,6,844,0,2105,137810
72,7210,7210,7210,Sulawesi Tengah,Sigi,Sigi,Sulteng-at-large,Sulteng-at-large,No Change,Sigi,140610,73131,391,207,99,0,7,88,497,215030
72,7201,7211,7211,Sulawesi Tengah,Banggai Laut,Banggai Laut,Sulteng-at-large,Sulteng-at-large,No Change,Banggai Kepulauan,120006,44829,6469,68,3,8,5,12,227,171627
72,7203,7212,7212,Sulawesi Tengah,Morowali Utara,Morowali Utara,Sulteng-at-large,Sulteng-at-large,No Change,Morowali,149955,43781,1815,6556,126,18,1536,116,2419,206322
72,7271,7271,7271,Sulawesi Tengah,Palu,Palu,Sulteng-at-large,Sulteng-at-large,No Change,Kota Palu,288126,38569,2563,3756,1484,30,12,192,1800,336532
73,7301,7301,7301,Sulawesi Selatan,Selayar,Selayar,Sulsel-01,Sulsel-01,No Change,Kepulauan Selayar,120817,727,73,136,33,9,0,41,219,122055
73,7302,7302,7302,Sulawesi Selatan,Bulukumba,Bulukumba,Sulsel-02,Sulsel-02,No Change,Bulukumba,393636,444,151,17,171,6,2,0,133,394560
73,7303,7303,7303,Sulawesi Selatan,Bantaeng,Bantaeng,Sulsel-01,Sulsel-01,No Change,Bantaeng,175757,538,196,8,102,5,0,3,90,176699
73,7304,7304,7304,Sulawesi Selatan,Jeneponto,Jeneponto,Sulsel-01,Sulsel-01,No Change,Jeneponto,342244,226,14,5,0,0,0,0,211,342700
73,7305,7305,7305,Sulawesi Selatan,Takalar,Takalar,Sulsel-01,Sulsel-01,No Change,Takalar,268995,196,41,15,46,2,0,1,307,269603
73,7306,7306,7306,Sulawesi Selatan,Gowa,Gowa,Sulsel-01,Sulsel-01,No Change,Gowa,643300,5362,3121,104,437,31,5,60,521,652941
73,7307,7307,7307,Sulawesi Selatan,Sinjai,Sinjai,Sulsel-02,Sulsel-02,No Change,Sinjai,228603,145,42,12,16,0,2,5,54,228879
73,7308,7308,7308,Sulawesi Selatan,Maros,Maros,Sulsel-02,Sulsel-02,No Change,Maros,312458,4784,568,67,60,0,0,0,1065,319002
73,7309,7309,7309,Sulawesi Selatan,Pangkajene Kepulauan,Pangkajene Kepulauan,Sulsel-02,Sulsel-02,No Change,Pangkajene Dan Kepulauan,303600,1400,128,24,50,1,0,55,479,305737
73,7310,7310,7310,Sulawesi Selatan,Barru,Barru,Sulsel-02,Sulsel-02,No Change,Barru,165448,381,63,21,0,14,3,17,36,165983
73,7311,7311,7311,Sulawesi Selatan,Bone,Bone,Sulsel-02,Sulsel-02,No Change,Bone,712862,1840,237,28,539,4,24,6,2142,717682
73,7312,7312,7312,Sulawesi Selatan,Soppeng,Soppeng,Sulsel-02,Sulsel-02,No Change,Soppeng,222559,753,84,10,8,0,1,60,351,223826
73,7313,7313,7313,Sulawesi Selatan,Wajo,Wajo,Sulsel-02,Sulsel-02,No Change,Wajo,381618,1160,80,23,72,5,1470,133,548,385109
73,7314,7314,7314,Sulawesi Selatan,Sidenreng Rappang,Sidenreng Rappang,Sulsel-03,Sulsel-03,No Change,Sidenreng Rappang,246192,848,94,24603,14,0,0,17,143,271911
73,7315,7315,7315,Sulawesi Selatan,Pinrang,Pinrang,Sulsel-03,Sulsel-03,No Change,Pinrang,340341,5220,3531,27,175,1,1633,0,190,351118
73,7316,7316,7316,Sulawesi Selatan,Enrekang,Enrekang,Sulsel-03,Sulsel-03,No Change,Enrekang,188348,1237,61,8,11,2,1,0,580,190248
73,7317,7317,7317,Sulawesi Selatan,Luwu,Luwu,Sulsel-03,Sulsel-03,No Change,Luwu,286347,42264,3422,83,22,0,13,40,291,332482
73,7318,7318,7318,Sulawesi Selatan,Tana Toraja,Tana Toraja,Sulsel-03,Sulsel-03,No Change,Tana Toraja,26624,154545,32021,6713,37,1,1042,0,98,221081
73,7322,7322,7322,Sulawesi Selatan,Luwu Utara,Luwu Utara,Sulsel-03,Sulsel-03,No Change,Luwu Utara,235203,39594,3983,8440,12,0,8,0,232,287472
73,7325,7325,7325,Sulawesi Selatan,Luwu Timur,Luwu Timur,Sulsel-03,Sulsel-03,No Change,Luwu Timur,183278,39567,5229,14850,50,5,17,72,1,243069
73,7326,7326,7326,Sulawesi Selatan,Toraja Utara,Toraja Utara,Sulsel-03,Sulsel-03,No Change,Toraja Utara,9975,177097,29471,69,1,3,143,1,2,216762
73,7371,7371,7371,Sulawesi Selatan,Makassar,Makassar,Sulsel-01,Sulsel-01,No Change,Kota Makassar,1167188,109423,37824,1926,16961,261,315,216,4549,1338663
73,7372,7372,7372,Sulawesi Selatan,Pare-Pare,Pare-Pare,Sulsel-02,Sulsel-02,No Change,Kota Pare-Pare,120498,5377,1672,721,726,14,4,1,249,129262
73,7373,7373,7373,Sulawesi Selatan,Palopo,Palopo,Sulsel-03,Sulsel-03,No Change,Kota Palopo,125047,19623,2149,483,324,3,48,0,255,147932
74,7401,7401,7401,Sulawesi Tenggara,Buton,Buton,Sultra-at-large,Sultra-at-large,No Change,Buton,251954,313,1792,1338,0,0,0,315,0,255712
74,7402,7402,7402,Sulawesi Tenggara,Muna,Muna,Sultra-at-large,Sultra-at-large,No Change,Muna,260472,1374,2842,3256,112,0,4,52,165,268277
74,7403,7403,7403,Sulawesi Tenggara,Konawe,Konawe,Sultra-at-large,Sultra-at-large,No Change,Konawe,227036,4705,1035,8668,49,0,0,261,228,241982
74,7404,7404,7404,Sulawesi Tenggara,Kolaka,Kolaka,Sultra-at-large,Sultra-at-large,No Change,Kolaka,289397,13586,1865,10022,72,7,0,22,261,315232
74,7405,7405,7405,Sulawesi Tenggara,Konawe Selatan,Konawe Selatan,Sultra-at-large,Sultra-at-large,No Change,Konawe Selatan,244560,4381,579,13589,131,0,0,122,1225,264587
74,7406,7406,7406,Sulawesi Tenggara,Bombana,Bombana,Sultra-at-large,Sultra-at-large,No Change,Bombana,135851,1358,65,1603,6,0,2,21,329,139235
74,7407,7407,7407,Sulawesi Tenggara,Wakatobi,Wakatobi,Sultra-at-large,Sultra-at-large,No Change,Wakatobi,92862,35,5,0,0,0,0,3,90,92995
74,7408,7408,7408,Sulawesi Tenggara,Kolaka Utara,Kolaka Utara,Sultra-at-large,Sultra-at-large,No Change,Kolaka Utara,119759,1267,98,9,8,2,1,170,26,121340
74,7409,7409,7409,Sulawesi Tenggara,Buton Utara,Buton Utara,Sultra-at-large,Sultra-at-large,No Change,Buton Utara,53512,89,128,972,0,1,0,34,0,54736
74,7410,7410,7410,Sulawesi Tenggara,Konawe Utara,Konawe Utara,Sultra-at-large,Sultra-at-large,No Change,Konawe Utara,48635,508,385,1891,1,0,0,75,38,51533
74,7404,7411,7411,Sulawesi Tenggara,Kolaka Timur,Kolaka Timur,Sultra-at-large,Sultra-at-large,No Change,Kolaka,289397,13586,1865,10022,72,7,0,22,261,315232
74,7403,7412,7412,Sulawesi Tenggara,Konawe Kepulauan,Konawe Kepulauan,Sultra-at-large,Sultra-at-large,No Change,Konawe,227036,4705,1035,8668,49,0,0,261,228,241982
74,7402,7402,7413,Sulawesi Tenggara,Muna,Muna Barat,Sultra-at-large,Sultra-at-large,No Change,Muna,260472,1374,2842,3256,112,0,4,52,165,268277
74,7401,7401,7414,Sulawesi Tenggara,Buton,Buton Tengah,Sultra-at-large,Sultra-at-large,No Change,Buton,251954,313,1792,1338,0,0,0,315,0,255712
74,7401,7401,7415,Sulawesi Tenggara,Buton,Buton Selatan,Sultra-at-large,Sultra-at-large,No Change,Buton,251954,313,1792,1338,0,0,0,315,0,255712
74,7471,7471,7471,Sulawesi Tenggara,Kendari,Kendari,Sultra-at-large,Sultra-at-large,No Change,Kota Kendari,270853,12039,3630,1770,538,23,1,315,797,289966
74,7472,7472,7472,Sulawesi Tenggara,Bau-bau,Bau-bau,Sultra-at-large,Sultra-at-large,No Change,Kota Bau-Bau,131235,1476,456,2323,61,15,0,81,1344,136991
75,7501,7501,7501,Gorontalo,Boalemo,Boalemo,Gorontalo-at-large,Gorontalo-at-large,No Change,Boalemo,124959,1850,114,2188,8,2,0,0,132,129253
75,7502,7502,7502,Gorontalo,Gorontalo,Gorontalo,Gorontalo-at-large,Gorontalo-at-large,No Change,Gorontalo,353908,1839,81,65,56,1,5,33,0,355988
75,7503,7503,7503,Gorontalo,Pohuwato,Pohuwato,Gorontalo-at-large,Gorontalo-at-large,No Change,Pohuwato,122414,5000,103,1136,26,0,1,68,0,128748
75,7504,7504,7504,Gorontalo,Bone Bolango,Bone Bolango,Gorontalo-at-large,Gorontalo-at-large,No Change,Bone Bolango,141563,323,11,4,8,0,1,5,0,141915
75,7505,7505,7505,Gorontalo,Gorontalo Utara,Gorontalo Utara,Gorontalo-at-large,Gorontalo-at-large,No Change,Gorontalo Utara,100230,3664,27,19,7,1,7,54,124,104133
75,7571,7571,7571,Gorontalo,Gorontalo,Gorontalo,Gorontalo-at-large,Gorontalo-at-large,No Change,Kota Gorontalo,174322,3883,425,200,829,7,4,45,412,180127
76,7601,7601,7601,Sulawesi Barat,Majene,Majene,Sulbar-at-large,Sulbar-at-large,No Change,Majene,150527,240,69,12,19,13,0,103,124,151107
76,7602,7602,7602,Sulawesi Barat,Polewali Mandar,Polewali Mandar,Sulbar-at-large,Sulbar-at-large,No Change,Polewali Mandar,388285,5935,1059,144,58,7,1,12,619,396120
76,7603,7603,7603,Sulawesi Barat,Mamasa,Mamasa,Sulbar-at-large,Sulbar-at-large,No Change,Mamasa,23078,104480,4244,1703,0,0,6489,7,81,140082
76,7604,7604,7604,Sulawesi Barat,Mamuju,Mamuju,Sulbar-at-large,Sulbar-at-large,No Change,Mamuju,280487,44332,4086,7328,240,15,45,239,201,336973
76,7605,7605,7605,Sulawesi Barat,Mamuju Utara,Mamuju Utara,Sulbar-at-large,Sulbar-at-large,No Change,Mamuju Utara,115358,9680,2413,6855,9,0,0,22,32,134369
76,7604,7606,7606,Sulawesi Barat,Mamuju Tengah,Mamuju Tengah,Sulbar-at-large,Sulbar-at-large,No Change,Mamuju,280487,44332,4086,7328,240,15,45,239,201,336973
81,8101,8101,8101,Maluku,Maluku Tenggara Barat,Maluku Tenggara Barat,Maluku-at-large,Maluku-at-large,No Change,Maluku Tenggara Barat,5752,64431,34818,78,9,1,4,0,248,105341
81,8102,8102,8102,Maluku,Maluku Tenggara,Maluku Tenggara,Maluku-at-large,Maluku-at-large,No Change,Maluku Tenggara,27903,25435,42604,348,1,9,0,0,142,96442
81,8103,8103,8103,Maluku,Maluku Tengah,Maluku Tengah,Maluku-at-large,Maluku-at-large,No Change,Maluku Tengah,223715,131624,2950,1046,27,41,1308,0,987,361698
81,8104,8104,8104,Maluku,Buru,Buru,Maluku-at-large,Maluku-at-large,No Change,Buru,92012,8658,894,2399,33,37,4006,0,406,108445
81,8105,8105,8105,Maluku,Kepulauan Aru,Kepulauan Aru,Maluku-at-large,Maluku-at-large,No Change,Kepulauan Aru,25213,50352,7840,44,24,19,12,0,634,84138
81,8106,8106,8106,Maluku,Seram Bagian Barat,Seram Bagian Barat,Maluku-at-large,Maluku-at-large,No Change,Seram Bagian Barat,99310,63890,1085,31,15,1,0,0,324,164656
81,8107,8107,8107,Maluku,Seram Bagian Timur,Seram Bagian Timur,Maluku-at-large,Maluku-at-large,No Change,Seram Bagian Timur,94122,2615,1473,405,19,2,31,0,398,99065
81,8108,8108,8108,Maluku,Maluku Barat Daya,Maluku Barat Daya,Maluku-at-large,Maluku-at-large,No Change,Maluku Barat Daya,1146,69080,417,4,5,0,23,0,39,70714
81,8109,8109,8109,Maluku,Buru Selatan,Buru Selatan,Maluku-at-large,Maluku-at-large,No Change,Buru Selatan,35029,15712,242,830,0,0,848,0,1010,53671
81,8171,8171,8171,Maluku,Ambon,Ambon,Maluku-at-large,Maluku-at-large,No Change,Kota Ambon,128417,192105,7943,435,120,7,44,0,2183,331254
81,8172,8172,8172,Maluku,Tual,Tual,Maluku-at-large,Maluku-at-large,No Change,Kota Tual,43511,10939,3363,49,6,0,2,0,212,58082
82,8201,8201,8201,Maluku Utara,Halmahera Barat,Halmahera Barat,Malut-at-large,Malut-at-large,No Change,Halmahera Barat,40902,58525,876,26,7,14,39,0,35,100424
82,8202,8202,8202,Maluku Utara,Halmahera Tengah,Halmahera Tengah,Malut-at-large,Malut-at-large,No Change,Halmahera Tengah,34359,7907,141,3,0,0,11,0,394,42815
82,8203,8203,8203,Maluku Utara,Kepulauan Sula,Kepulauan Sula,Malut-at-large,Malut-at-large,No Change,Kepulauan Sula,120358,9903,1791,61,3,1,32,0,375,132524
