kode_prov,kode_bps_2010,kode_bps_2014_x,kode_bps_2019,name_prov,name_kab_2014,name_kab_2019,dapil_2019,dapil 2014,change_14_19,name_kab_2010,Islam,Kristen,Katolik,Hindu,Budha,Khong Hu Chu,Lainnya,Tidak Terjawab,Tidak Ditanyakan,Jumlah
21,2102,2102,2102,Kepulauan Riau,Bintan,Bintan,Kepri-at-large,Kepri-at-large,No Change,Bintan,123332,7554,2920,215,6983,568,4,112,612,142300
21,2103,2103,2103,Kepulauan Riau,Natuna,Natuna,Kepri-at-large,Kepri-at-large,No Change,Natuna,66599,863,257,7,770,228,0,0,279,69003
21,2104,2104,2104,Kepulauan Riau,Lingga,Lingga,Kepri-at-large,Kepri-at-large,No Change,Lingga,78355,1544,898,3,4774,585,1,0,84,86244
21,2105,2105,2105,Kepulauan Riau,Kepulauan Anambas,Kepulauan Anambas,Kepri-at-large,Kepri-at-large,No Change,Kepulauan Anambas,34642,808,933,5,1007,10,0,0,6,37411
21,2171,2171,2171,Kepulauan Riau,Batam,Batam,Kepri-at-large,Kepri-at-large,No Change,Kota Batam,701132,158392,28744,1075,51432,1003,162,439,1906,944285
21,2172,2172,2172,Kepulauan Riau,Tanjung Pinang,Tanjung Pinang,Kepri-at-large,Kepri-at-large,No Change,Kota Tanjung Pinang,149135,10886,2216,205,24114,366,8,63,366,187359
31,3101,3101,3101,DKI Jakarta,Adm. Kepulauan Seribu,Adm. Kepulauan Seribu,Jakarta-03,Jakarta-03,No Change,Kepulauan Seribu,21009,24,3,6,0,0,0,0,40,21082
31,3171,3171,3171,DKI Jakarta,Jakarta Selatan,Jakarta Selatan,Jakarta-02,Jakarta-02,No Change,Kodya Jakarta Selatan,1896152,97872,44549,4736,11970,443,936,1523,4051,2062232
31,3172,3172,3172,DKI Jakarta,Jakarta Timur,Jakarta Timur,Jakarta-01,Jakarta-01,No Change,Kodya Jakarta Timur,2416360,190137,57330,4511,12312,603,321,806,11516,2693896
31,3173,3173,3173,DKI Jakarta,Jakarta Pusat,Jakarta Pusat,Jakarta-02,Jakarta-02,No Change,Kodya Jakarta Pusat,752465,76784,30195,3481,29035,538,560,136,9779,902973
31,3174,3174,3174,DKI Jakarta,Jakarta Barat,Jakarta Barat,Jakarta-03,Jakarta-03,No Change,Kodya Jakarta Barat,1803612,205112,103681,2792,160291,2458,297,605,3097,2281945
31,3175,3175,3175,DKI Jakarta,Jakarta Utara,Jakarta Utara,Jakarta-03,Jakarta-03,No Change,Kodya Jakarta Utara,1311198,154303,67537,4838,103919,1292,296,63,2213,1645659
32,3201,3201,3201,Jawa Barat,Bogor,Bogor,Jabar-05,Jabar-05,No Change,Bogor,4613204,82918,25138,2763,16827,8764,574,10043,11701,4771932
32,3202,3202,3202,Jawa Barat,Sukabumi,Sukabumi,Jabar-04,Jabar-04,No Change,Sukabumi,2332841,4892,1424,47,757,203,20,550,675,2341409
32,3203,3203,3203,Jawa Barat,Cianjur,Cianjur,Jabar-03,Jabar-03,No Change,Cianjur,2152897,9729,2522,154,2192,70,101,2489,1127,2171281
32,3204,3204,3204,Jawa Barat,Bandung,Bandung,Jabar-02,Jabar-02,No Change,Bandung,3104184,45734,14608,810,2364,150,971,6691,3031,3178543
32,3205,3205,3205,Jawa Barat,Garut,Garut,Jabar-11,Jabar-11,No Change,Garut,2394460,3506,865,50,390,25,271,2883,1671,2404121
32,3206,3206,3206,Jawa Barat,Tasikmalaya,Tasikmalaya,Jabar-11,Jabar-11,No Change,Tasikmalaya,1670540,479,292,8,26,3,75,2422,1830,1675675
32,3207,3207,3207,Jawa Barat,Ciamis,Ciamis,Jabar-10,Jabar-10,No Change,Ciamis,1528337,1735,457,17,111,150,159,915,623,1532504
32,3208,3208,3208,Jawa Barat,Kuningan,Kuningan,Jabar-10,Jabar-10,No Change,Kuningan,1023868,1944,5159,19,194,28,409,1455,2513,1035589
32,3209,3209,3209,Jawa Barat,Cirebon,Cirebon,Jabar-08,Jabar-08,No Change,Cirebon,2056304,6766,2250,121,454,28,32,356,885,2067196
32,3210,3210,3210,Jawa Barat,Majalengka,Majalengka,Jabar-09,Jabar-09,No Change,Majalengka,1162330,2829,385,23,152,13,45,18,678,1166473
32,3211,3211,3211,Jawa Barat,Sumedang,Sumedang,Jabar-09,Jabar-09,No Change,Sumedang,1081867,4997,733,272,399,21,24,2480,2809,1093602
32,3212,3212,3212,Jawa Barat,Indramayu,Indramayu,Jabar-08,Jabar-08,No Change,Indramayu,1648634,4840,929,85,188,42,30,4353,4636,1663737
32,3213,3213,3213,Jawa Barat,Subang,Subang,Jabar-09,Jabar-09,No Change,Subang,1455229,4382,1237,31,326,45,43,1578,2286,1465157
32,3214,3214,3214,Jawa Barat,Purwakarta,Purwakarta,Jabar-07,Jabar-07,No Change,Purwakarta,841552,5980,1518,502,519,79,29,529,1813,852521
32,3215,3215,3215,Jawa Barat,Karawang,Karawang,Jabar-07,Jabar-07,No Change,Karawang,2088849,22940,4738,459,5277,296,71,1931,3230,2127791
32,3216,3216,3216,Jawa Barat,Bekasi,Bekasi,Jabar-07,Jabar-07,No Change,Bekasi,2508492,80636,19594,1920,11769,475,312,7053,150,2630401
32,3217,3217,3217,Jawa Barat,Bandung Barat,Bandung Barat,Jabar-02,Jabar-02,No Change,Bandung Barat,1484802,15242,4586,491,481,67,540,69,4006,1510284
32,3207,3218,3218,Jawa Barat,Pangandaran,Pangandaran,Jabar-10,Jabar-10,No Change,Ciamis,1528337,1735,457,17,111,150,159,915,623,1532504
32,3271,3271,3271,Jawa Barat,Bogor,Bogor,Jabar-03,Jabar-03,No Change,Kota Bogor,881721,36506,18721,1250,7506,596,75,1978,1981,950334
32,3272,3272,3272,Jawa Barat,Sukabumi,Sukabumi,Jabar-04,Jabar-04,No Change,Kota Sukabumi,285592,6322,2729,52,2726,38,24,31,1167,298681
32,3273,3273,3273,Jawa Barat,Bandung,Bandung,Jabar-01,Jabar-01,No Change,Kota Bandung,2195994,128371,46719,2146,11732,622,363,4544,4382,2394873
32,3274,3274,3274,Jawa Barat,Cirebon,Cirebon,Jabar-08,Jabar-08,No Change,Kota Cirebon,272740,14017,5778,108,2172,101,21,108,1344,296389
32,3275,3275,3275,Jawa Barat,Bekasi,Bekasi,Jabar-06,Jabar-06,No Change,Kota Bekasi,2063007,178584,55813,4339,20429,548,819,8824,2508,2334871
32,3276,3276,3276,Jawa Barat,Depok,Depok,Jabar-06,Jabar-06,No Change,Kota Depok,1611602,85327,25588,3147,4962,2036,227,4437,1244,1738570
32,3277,3277,3277,Jawa Barat,Cimahi,Cimahi,Jabar-01,Jabar-01,No Change,Kota Cimahi,505730,22575,7547,611,829,71,265,789,2760,541177
32,3278,3278,3278,Jawa Barat,Tasikmalaya,Tasikmalaya,Jabar-11,Jabar-11,No Change,Kota Tasikmalaya,625620,6820,1371,41,730,153,141,72,516,635464
32,3279,3279,3279,Jawa Barat,Banjar,Banjar,Jabar-10,Jabar-10,No Change,Kota Banjar,173196,1201,174,15,39,99,16,270,147,175157
33,3301,3301,3301,Jawa Tengah,Cilacap,Cilacap,Jateng-08,Jateng-08,No Change,Cilacap,1612218,15496,7016,145,2131,68,1094,0,3939,1642107
33,3302,3302,3302,Jawa Tengah,Banyumas,Banyumas,Jateng-08,Jateng-08,No Change,Banyumas,1525427,16302,9604,356,1714,177,68,1,878,1554527
33,3303,3303,3303,Jawa Tengah,Purbalingga,Purbalingga,Jateng-07,Jateng-07,No Change,Purbalingga,841826,4876,1885,16,70,42,59,0,178,848952
33,3304,3304,3304,Jawa Tengah,Banjarnegara,Banjarnegara,Jateng-07,Jateng-07,No Change,Banjarnegara,863181,3575,1028,36,584,16,170,0,323,868913
33,3305,3305,3305,Jawa Tengah,Kebumen,Kebumen,Jateng-07,Jateng-07,No Change,Kebumen,1145767,7313,3658,38,2030,33,272,0,815,1159926
33,3306,3306,3306,Jawa Tengah,Purworejo,Purworejo,Jateng-06,Jateng-06,No Change,Purworejo,678168,7621,6624,61,723,47,56,0,2127,695427
33,3307,3307,3307,Jawa Tengah,Wonosobo,Wonosobo,Jateng-06,Jateng-06,No Change,Wonosobo,744199,5006,3036,218,701,28,27,0,1668,754883
33,3308,3308,3308,Jawa Tengah,Magelang,Magelang,Jateng-06,Jateng-06,No Change,Magelang,1136998,10249,21577,199,277,24,565,0,11834,1181723
33,3309,3309,3309,Jawa Tengah,Boyolali,Boyolali,Jateng-05,Jateng-05,No Change,Boyolali,908402,12500,3687,1986,2374,5,26,0,1551,930531
33,3310,3310,3310,Jawa Tengah,Klaten,Klaten,Jateng-05,Jateng-05,No Change,Klaten,1062043,28333,33457,5194,273,7,47,0,693,1130047
33,3311,3311,3311,Jawa Tengah,Sukoharjo,Sukoharjo,Jateng-05,Jateng-05,No Change,Sukoharjo,776983,29692,12095,407,597,32,58,0,4374,824238
33,3312,3312,3312,Jawa Tengah,Wonogiri,Wonogiri,Jateng-04,Jateng-04,No Change,Wonogiri,905318,11779,9735,50,1773,4,22,0,223,928904
33,3313,3313,3313,Jawa Tengah,Karanganyar,Karanganyar,Jateng-04,Jateng-04,No Change,Karanganyar,774020,22386,11765,2906,382,9,30,0,1698,813196
33,3314,3314,3314,Jawa Tengah,Sragen,Sragen,Jateng-04,Jateng-04,No Change,Sragen,838958,10356,5406,1001,229,10,26,0,2280,858266
33,3315,3315,3315,Jawa Tengah,Grobogan,Grobogan,Jateng-03,Jateng-03,No Change,Grobogan,1291406,11048,3049,155,1071,84,6,0,1877,1308696
33,3316,3316,3316,Jawa Tengah,Blora,Blora,Jateng-03,Jateng-03,No Change,Blora,816688,8158,2910,48,226,63,110,0,1525,829728
33,3317,3317,3317,Jawa Tengah,Rembang,Rembang,Jateng-03,Jateng-03,No Change,Rembang,579874,2986,2303,52,585,44,33,0,5482,591359
33,3318,3318,3318,Jawa Tengah,Pati,Pati,Jateng-03,Jateng-03,No Change,Pati,1154431,26478,3141,98,3191,23,1351,0,2280,1190993
33,3319,3319,3319,Jawa Tengah,Kudus,Kudus,Jateng-02,Jateng-02,No Change,Kudus,757833,11194,3731,28,1039,20,161,0,3431,777437
33,3320,3320,3320,Jawa Tengah,Jepara,Jepara,Jateng-02,Jateng-02,No Change,Jepara,1066591,21854,971,489,4070,26,56,0,3223,1097280
33,3321,3321,3321,Jawa Tengah,Demak,Demak,Jateng-02,Jateng-02,No Change,Demak,1041086,8151,2849,82,217,15,0,1,3178,1055579
33,3322,3322,3322,Jawa Tengah,Semarang,Semarang,Jateng-01,Jateng-01,No Change,Semarang,868084,32060,22064,311,4884,63,512,0,2749,930727
33,3323,3323,3323,Jawa Tengah,Temanggung,Temanggung,Jateng-06,Jateng-06,No Change,Temanggung,679193,14570,5663,52,7691,23,258,0,1096,708546
33,3324,3324,3324,Jawa Tengah,Kendal,Kendal,Jateng-01,Jateng-01,No Change,Kendal,885191,4898,3355,334,267,23,40,0,6205,900313
33,3325,3325,3325,Jawa Tengah,Batang,Batang,Jateng-10,Jateng-10,No Change,Batang,702605,1876,1455,32,120,26,2,0,648,706764
33,3326,3326,3326,Jawa Tengah,Pekalongan,Pekalongan,Jateng-10,Jateng-10,No Change,Pekalongan,834637,2440,817,442,99,20,54,0,112,838621
33,3327,3327,3327,Jawa Tengah,Pemalang,Pemalang,Jateng-10,Jateng-10,No Change,Pemalang,1254669,4620,1331,72,194,13,149,1,304,1261353
33,3328,3328,3328,Jawa Tengah,Tegal,Tegal,Jateng-09,Jateng-09,No Change,Tegal,1386690,4459,2264,343,471,206,43,2,361,1394839
33,3329,3329,3329,Jawa Tengah,Brebes,Brebes,Jateng-09,Jateng-09,No Change,Brebes,1724709,3534,1307,34,232,84,71,1,3897,1733869
33,3371,3371,3371,Jawa Tengah,Magelang,Magelang,Jateng-06,Jateng-06,No Change,Kota Magelang,97585,10971,5902,132,427,54,23,0,3133,118227
33,3372,3372,3372,Jawa Tengah,Surakarta,Surakarta,Jateng-05,Jateng-05,No Change,Kota Surakarta,393375,68844,33014,364,1208,151,37,0,2344,499337
33,3373,3373,3373,Jawa Tengah,Salatiga,Salatiga,Jateng-01,Jateng-01,No Change,Kota Salatiga,129894,30443,8069,106,792,28,16,0,984,170332
33,3374,3374,3374,Jawa Tengah,Semarang,Semarang,Jateng-01,Jateng-01,No Change,Kota Semarang,1350310,107519,77319,1548,10013,1061,205,0,8009,1555984
33,3375,3375,3375,Jawa Tengah,Pekalongan,Pekalongan,Jateng-10,Jateng-10,No Change,Kota Pekalongan,270632,5801,2992,56,1237,151,8,1,556,281434
33,3376,3376,3376,Jawa Tengah,Tegal,Tegal,Jateng-09,Jateng-09,No Change,Kota Tegal,229350,5129,2840,57,1117,315,2,0,789,239599
34,3401,3401,3401,D I Yogyakarta,Kulon Progo,Kulon Progo,DIY-at-large,DIY-at-large,No Change,Kulon Progo,366747,5107,16224,25,599,0,8,49,110,388869
34,3402,3402,3402,D I Yogyakarta,Bantul,Bantul,DIY-at-large,DIY-at-large,No Change,Bantul,868326,13995,26790,1125,274,26,50,468,449,911503
34,3403,3403,3403,D I Yogyakarta,Gunung Kidul,Gunung Kidul,DIY-at-large,DIY-at-large,No Change,Gunung Kidul,649209,11938,11954,1171,524,3,324,50,209,675382
34,3404,3404,3404,D I Yogyakarta,Sleman,Sleman,DIY-at-large,DIY-at-large,No Change,Sleman,971414,38910,74287,2176,1000,62,80,2430,2751,1093110
34,3471,3471,3471,D I Yogyakarta,Yogyakarta,Yogyakarta,DIY-at-large,DIY-at-large,No Change,Kota Yogyakarta,323433,24318,36494,760,1145,68,44,1560,805,388627
35,3501,3501,3501,Jawa Timur,Pacitan,Pacitan,Jatim-07,Jatim-07,No Change,Pacitan,538079,759,257,29,11,183,11,2,1550,540881
35,3502,3502,3502,Jawa Timur,Ponorogo,Ponorogo,Jatim-07,Jatim-07,No Change,Ponorogo,839127,2864,2268,82,261,14,25,32,10608,855281
35,3503,3503,3503,Jawa Timur,Trenggalek,Trenggalek,Jatim-07,Jatim-07,No Change,Trenggalek,669341,1607,316,41,38,11,0,1426,1631,674411
35,3504,3504,3504,Jawa Timur,Tulungagung,Tulungagung,Jatim-06,Jatim-06,No Change,Tulungagung,972477,11776,2561,140,844,60,188,570,1542,990158
35,3505,3505,3505,Jawa Timur,Blitar,Blitar,Jatim-06,Jatim-06,No Change,Blitar,1075727,14815,10249,12050,2403,16,42,406,931,1116639
35,3506,3506,3506,Jawa Timur,Kediri,Kediri,Jatim-06,Jatim-06,No Change,Kediri,1444072,32139,6280,5794,276,84,184,266,10673,1499768
35,3507,3507,3507,Jawa Timur,Malang,Malang,Jatim-05,Jatim-05,No Change,Malang,2346252,58185,11673,10400,2321,83,133,2696,14475,2446218
35,3508,3508,3508,Jawa Timur,Lumajang,Lumajang,Jatim-04,Jatim-04,No Change,Lumajang,982104,10187,2076,6077,418,33,44,715,4804,1006458
35,3509,3509,3509,Jawa Timur,Jember,Jember,Jatim-04,Jatim-04,No Change,Jember,2288106,19247,6754,1757,1049,343,86,240,15144,2332726
35,3510,3510,3510,Jawa Timur,Banyuwangi,Banyuwangi,Jatim-03,Jatim-03,No Change,Banyuwangi,1495024,17061,3858,27318,3880,427,146,525,7839,1556078
35,3511,3511,3511,Jawa Timur,Bondowoso,Bondowoso,Jatim-03,Jatim-03,No Change,Bondowoso,727655,3397,1030,170,277,38,0,561,3644,736772
35,3512,3512,3512,Jawa Timur,Situbondo,Situbondo,Jatim-03,Jatim-03,No Change,Situbondo,625048,4528,1150,147,269,40,11,2,16424,647619
35,3513,3513,3513,Jawa Timur,Probolinggo,Probolinggo,Jatim-02,Jatim-02,No Change,Probolinggo,1065828,2391,918,14008,249,23,61,291,12475,1096244
35,3514,3514,3514,Jawa Timur,Pasuruan,Pasuruan,Jatim-02,Jatim-02,No Change,Pasuruan,1458440,7651,1913,15955,411,55,36,843,27164,1512468
35,3515,3515,3515,Jawa Timur,Sidoarjo,Sidoarjo,Jatim-01,Jatim-01,No Change,Sidoarjo,1849794,56662,21932,3629,3493,440,84,1110,4353,1941497
35,3516,3516,3516,Jawa Timur,Mojokerto,Mojokerto,Jatim-08,Jatim-08,No Change,Mojokerto,1011917,9361,1186,638,443,53,29,981,835,1025443
35,3517,3517,3517,Jawa Timur,Jombang,Jombang,Jatim-08,Jatim-08,No Change,Jombang,1169417,15389,1431,657,797,110,19,3170,11417,1202407
35,3518,3518,3518,Jawa Timur,Nganjuk,Nganjuk,Jatim-08,Jatim-08,No Change,Nganjuk,1004524,6258,2049,379,210,56,60,486,3008,1017030
35,3519,3519,3519,Jawa Timur,Madiun,Madiun,Jatim-08,Jatim-08,No Change,Madiun,654444,5645,1203,46,53,3,19,72,793,662278
35,3520,3520,3520,Jawa Timur,Magetan,Magetan,Jatim-07,Jatim-07,No Change,Magetan,606985,4919,1290,107,550,11,26,625,5929,620442
35,3521,3521,3521,Jawa Timur,Ngawi,Ngawi,Jatim-07,Jatim-07,No Change,Ngawi,801534,5551,3236,56,127,16,49,1176,6020,817765
35,3522,3522,3522,Jawa Timur,Bojonegoro,Bojonegoro,Jatim-09,Jatim-09,No Change,Bojonegoro,1196756,4591,1890,56,309,192,13,2961,3205,1209973
35,3523,3523,3523,Jawa Timur,Tuban,Tuban,Jatim-09,Jatim-09,No Change,Tuban,1106119,5066,1557,85,449,160,6,63,4959,1118464
35,3524,3524,3524,Jawa Timur,Lamongan,Lamongan,Jatim-10,Jatim-10,No Change,Lamongan,1172320,2964,349,279,57,12,20,2505,553,1179059
35,3525,3525,3525,Jawa Timur,Gresik,Gresik,Jatim-10,Jatim-10,No Change,Gresik,1147746,12280,3156,1970,450,54,115,147,11124,1177042
35,3526,3526,3526,Jawa Timur,Bangkalan,Bangkalan,Jatim-11,Jatim-11,No Change,Bangkalan,896324,1050,401,20,95,6,4,2656,6205,906761
35,3527,3527,3527,Jawa Timur,Sampang,Sampang,Jatim-11,Jatim-11,No Change,Sampang,856487,356,64,9,25,2,10,6653,14166,877772
35,3528,3528,3528,Jawa Timur,Pamekasan,Pamekasan,Jatim-11,Jatim-11,No Change,Pamekasan,766560,751,553,22,91,6,4,1756,26175,795918
35,3529,3529,3529,Jawa Timur,Sumenep,Sumenep,Jatim-11,Jatim-11,No Change,Sumenep,1033854,685,478,8,118,5,0,29,7135,1042312
35,3571,3571,3571,Jawa Timur,Kediri,Kediri,Jatim-06,Jatim-06,No Change,Kota Kediri,235891,14759,5894,248,939,136,25,0,10615,268507
35,3572,3572,3572,Jawa Timur,Blitar,Blitar,Jatim-06,Jatim-06,No Change,Kota Blitar,119955,5510,4810,85,535,136,21,0,916,131968
35,3573,3573,3573,Jawa Timur,Malang,Malang,Jatim-05,Jatim-05,No Change,Kota Malang,729416,46769,30360,1740,4007,287,86,341,7237,820243
35,3574,3574,3574,Jawa Timur,Probolinggo,Probolinggo,Jatim-02,Jatim-02,No Change,Kota Probolinggo,209685,2944,2271,142,894,63,2,0,1061,217062
35,3575,3575,3575,Jawa Timur,Pasuruan,Pasuruan,Jatim-02,Jatim-02,No Change,Kota Pasuruan,179225,2623,1493,159,1111,83,0,0,1568,186262
35,3576,3576,3576,Jawa Timur,Mojokerto,Mojokerto,Jatim-08,Jatim-08,No Change,Kota Mojokerto,110061,6958,1546,104,1011,97,0,4,415,120196
35,3577,3577,3577,Jawa Timur,Madiun,Madiun,Jatim-08,Jatim-08,No Change,Kota Madiun,154134,10047,5027,159,529,42,21,0,1005,170964
35,3578,3578,3578,Jawa Timur,Surabaya,Surabaya,Jatim-01,Jatim-01,No Change,Kota Surabaya,2393070,223681,88554,7188,31166,2758,462,11700,6908,2765487
35,3579,3579,3579,Jawa Timur,Batu,Batu,Jatim-05,Jatim-05,No Change,Kota Batu,179898,7041,2171,423,594,28,0,0,29,190184
36,3601,3601,3601,Banten,Pandeglang,Pandeglang,Banten-01,Banten-01,No Change,Pandeglang,1147436,712,183,11,251,4,0,0,1013,1149610
36,3602,3602,3602,Banten,Lebak,Lebak,Banten-01,Banten-01,No Change,Lebak,1185077,1328,704,12,1496,23,11457,0,3998,1204095
36,3603,3603,3603,Banten,Tangerang,Tangerang,Banten-03,Banten-03,No Change,Tangerang,2667088,80858,29924,1911,48123,1052,115,7,5298,2834376
36,3604,3604,3604,Banten,Serang,Serang,Banten-02,Banten-02,No Change,Serang,1385503,6479,1684,289,506,60,0,2,8295,1402818
36,3671,3671,3671,Banten,Tangerang,Tangerang,Banten-03,Banten-03,No Change,Kota Tangerang,1587272,95240,40921,2676,66455,1243,82,4,4708,1798601
36,3672,3672,3672,Banten,Cilegon,Cilegon,Banten-02,Banten-02,No Change,Kota Cilegon,364628,5857,1425,223,1285,21,1,0,1119,374559
36,3673,3673,3673,Banten,Serang,Serang,Banten-02,Banten-02,No Change,Kota Serang,566575,5235,2193,246,1943,42,0,0,1551,577785
36,3674,3674,3674,Banten,Tangerang Selatan,Tangerang Selatan,Banten-03,Banten-03,No Change,Kota Tangerang Selatan,1162204,73181,38831,2821,11163,787,67,3,1265,1290322
51,5101,5101,5101,Bali,Jembrana,Jembrana,Bali-at-large,Bali-at-large,No Change,Jembrana,69608,2890,1865,186319,756,2,0,0,198,261638
51,5102,5102,5102,Bali,Tabanan,Tabanan,Bali-at-large,Bali-at-large,No Change,Tabanan,26070,2691,1195,389125,1533,14,2,0,283,420913
51,5103,5103,5103,Bali,Badung,Badung,Bali-at-large,Bali-at-large,No Change,Badung,96166,18396,10234,414863,2475,32,125,1,1040,543332
51,5104,5104,5104,Bali,Gianyar,Gianyar,Bali-at-large,Bali-at-large,No Change,Gianyar,18834,1692,667,447225,799,28,41,0,491,469777
51,5105,5105,5105,Bali,Klungkung,Klungkung,Bali-at-large,Bali-at-large,No Change,Klungkung,7794,372,138,161589,430,0,0,0,220,170543
51,5106,5106,5106,Bali,Bangli,Bangli,Bali-at-large,Bali-at-large,No Change,Bangli,2185,197,56,212325,113,1,0,0,476,215353
51,5107,5107,5107,Bali,Karang Asem,Karang Asem,Bali-at-large,Bali-at-large,No Change,Karang Asem,16221,398,197,379113,334,1,4,0,219,396487
51,5108,5108,5108,Bali,Buleleng,Buleleng,Bali-at-large,Bali-at-large,No Change,Buleleng,57467,3132,916,557532,3127,97,15,0,1839,624125
51,5171,5171,5171,Bali,Denpasar,Denpasar,Bali-at-large,Bali-at-large,No Change,Kota Denpasar,225899,34686,16129,499192,11589,252,95,0,747,788589
52,5201,5201,5201,Nusa Tenggara Barat,Lombok Barat,Lombok Barat,NTB-02,NTB-at-large,Split District,Lombok Barat,563956,953,269,33159,1550,5,3,0,91,599986
52,5202,5202,5202,Nusa Tenggara Barat,Lombok Tengah,Lombok Tengah,NTB-02,NTB-at-large,Split District,Lombok Tengah,855820,271,56,2917,88,0,0,0,1057,860209
52,5203,5203,5203,Nusa Tenggara Barat,Lombok Timur,Lombok Timur,NTB-02,NTB-at-large,Split District,Lombok Timur,1104232,310,61,853,11,2,5,2,106,1105582
52,5204,5204,5204,Nusa Tenggara Barat,Sumbawa,Sumbawa,NTB-01,NTB-at-large,Split District,Sumbawa,398502,2348,2402,11680,315,45,0,0,497,415789
52,5205,5205,5205,Nusa Tenggara Barat,Dompu,Dompu,NTB-01,NTB-at-large,Split District,Dompu,214119,552,419,3663,17,6,0,0,197,218973
52,5206,5206,5206,Nusa Tenggara Barat,Bima,Bima,NTB-01,NTB-at-large,Split District,Bima,436886,633,1325,309,17,10,1,0,47,439228
52,5207,5207,5207,Nusa Tenggara Barat,Sumbawa Barat,Sumbawa Barat,NTB-01,NTB-at-large,Split District,Sumbawa Barat,112140,621,378,1264,7,2,15,0,524,114951
52,5208,5208,5208,Nusa Tenggara Barat,Lombok Utara,Lombok Utara,NTB-02,NTB-at-large,Split District,Lombok Utara,183790,75,15,7421,8750,3,11,0,7,200072
52,5271,5271,5271,Nusa Tenggara Barat,Mataram,Mataram,NTB-02,NTB-at-large,Split District,Kota Mataram,332259,6735,3033,56351,3840,59,5,1,560,402843
52,5272,5272,5272,Nusa Tenggara Barat,Bima,Bima,NTB-01,NTB-at-large,Split District,Kota Bima,139580,1364,936,466,30,7,0,27,169,142579
53,5301,5301,5301,Nusa Tenggara Timur,Sumba Barat,Sumba Barat,NTT-02,NTT-02,No Change,Sumba Barat,5126,64734,18971,174,3,3,21534,0,448,110993
53,5302,5302,5302,Nusa Tenggara Timur,Sumba Timur,Sumba Timur,NTT-02,NTT-02,No Change,Sumba Timur,14085,162266,20612,398,18,13,29902,0,438,227732
53,5303,5303,5303,Nusa Tenggara Timur,Kupang,Kupang,NTT-02,NTT-02,No Change,Kupang,7824,254504,41793,219,1,0,34,3,170,304548
53,5304,5304,5304,Nusa Tenggara Timur,Timor Tengah Selatan,Timor Tengah Selatan,NTT-02,NTT-02,No Change,Timor Tengah Selatan,9293,388711,42305,185,7,1,398,1,254,441155
53,5305,5305,5305,Nusa Tenggara Timur,Timor Tengah Utara,Timor Tengah Utara,NTT-02,NTT-02,No Change,Timor Tengah Utara,4203,18469,206532,162,6,1,1,8,421,229803
53,5306,5306,5306,Nusa Tenggara Timur,Belu,Belu,NTT-02,NTT-02,No Change,Belu,9716,25055,316480,425,37,19,11,0,554,352297
53,5307,5307,5307,Nusa Tenggara Timur,Alor,Alor,NTT-01,NTT-01,No Change,Alor,45105,138327,6309,116,3,2,48,49,67,190026
53,5308,5308,5308,Nusa Tenggara Timur,Lembata,Lembata,NTT-01,NTT-01,No Change,Lembata,32356,1937,83045,64,9,0,16,0,402,117829
53,5309,5309,5309,Nusa Tenggara Timur,Flores Timur,Flores Timur,NTT-01,NTT-01,No Change,Flores Timur,48253,2297,181220,140,9,5,16,0,665,232605
53,5310,5310,5310,Nusa Tenggara Timur,Sikka,Sikka,NTT-01,NTT-01,No Change,Sikka,29544,4926,264380,270,68,18,7,84,1031,300328
53,5311,5311,5311,Nusa Tenggara Timur,Ende,Ende,NTT-01,NTT-01,No Change,Ende,67166,6225,185819,251,17,1,73,73,980,260605
53,5312,5312,5312,Nusa Tenggara Timur,Ngada,Ngada,NTT-01,NTT-01,No Change,Ngada,8777,2625,130131,139,0,1,5,4,711,142393
53,5313,5313,5313,Nusa Tenggara Timur,Manggarai,Manggarai,NTT-01,NTT-01,No Change,Manggarai,11678,2542,276884,274,12,4,37,3,1017,292451
53,5314,5314,5314,Nusa Tenggara Timur,Rote Ndao,Rote Ndao,NTT-02,NTT-02,No Change,Rote Ndao,5141,112501,2033,75,3,2,18,0,135,119908
53,5315,5315,5315,Nusa Tenggara Timur,Manggarai Barat,Manggarai Barat,NTT-01,NTT-01,No Change,Manggarai Barat,42640,1644,177091,224,9,3,19,0,73,221703
53,5316,5316,5316,Nusa Tenggara Timur,Sumba Tengah,Sumba Tengah,NTT-02,NTT-02,No Change,Sumba Tengah,2356,45143,10106,42,0,0,4817,1,20,62485
53,5317,5317,5317,Nusa Tenggara Timur,Sumba Barat Daya,Sumba Barat Daya,NTT-02,NTT-02,No Change,Sumba Barat Daya,4502,119522,146415,103,14,8,14131,1,207,284903
53,5318,5318,5318,Nusa Tenggara Timur,Nagekeo,Nagekeo,NTT-01,NTT-01,No Change,Nagekeo,11345,975,117547,46,0,2,2,1,202,130120
53,5319,5319,5319,Nusa Tenggara Timur,Manggarai Timur,Manggarai Timur,NTT-01,NTT-01,No Change,Manggarai Timur,17123,1047,234167,80,1,1,18,12,295,252744
53,5320,5320,5320,Nusa Tenggara Timur,Sabu Raijua,Sabu Raijua,NTT-02,NTT-02,No Change,Sabu Raijua,630,60916,1402,7,0,0,10005,0,0,72960
53,5303,5321,5321,Nusa Tenggara Timur,Malaka,Malaka,NTT-02,NTT-02,No Change,Kupang,7824,254504,41793,219,1,0,34,3,170,304548
