kode_prov;kode_bps_2014;kode_bps_2019;name_prov;name_kab_2014;name_kab_2019;dapil_2019;dapil 2014;change_14_19
51;5105;5105;Bali;Klungkung;Klungkung;Bali-at-large;Bali-at-large;No Change
51;5106;5106;Bali;Bangli;Bangli;Bali-at-large;Bali-at-large;No Change
51;5107;5107;Bali;Karang Asem;Karang Asem;Bali-at-large;Bali-at-large;No Change
51;5108;5108;Bali;Buleleng;Buleleng;Bali-at-large;Bali-at-large;No Change
51;5171;5171;Bali;Denpasar;Denpasar;Bali-at-large;Bali-at-large;No Change
52;5201;5201;Nusa Tenggara Barat;Lombok Barat;Lombok Barat;NTB-02;NTB-at-large;Split District
52;5202;5202;Nusa Tenggara Barat;Lombok Tengah;Lombok Tengah;NTB-02;NTB-at-large;Split District
52;5203;5203;Nusa Tenggara Barat;Lombok Timur;Lombok Timur;NTB-02;NTB-at-large;Split District
52;5204;5204;Nusa Tenggara Barat;Sumbawa;Sumbawa;NTB-01;NTB-at-large;Split District
52;5205;5205;Nusa Tenggara Barat;Dompu;Dompu;NTB-01;NTB-at-large;Split District
52;5206;5206;Nusa Tenggara Barat;Bima;Bima;NTB-01;NTB-at-large;Split District
52;5207;5207;Nusa Tenggara Barat;Sumbawa Barat;Sumbawa Barat;NTB-01;NTB-at-large;Split District
52;5208;5208;Nusa Tenggara Barat;Lombok Utara;Lombok Utara;NTB-02;NTB-at-large;Split District
52;5271;5271;Nusa Tenggara Barat;Mataram;Mataram;NTB-02;NTB-at-large;Split District
52;5272;5272;Nusa Tenggara Barat;Bima;Bima;NTB-01;NTB-at-large;Split District
53;5301;5301;Nusa Tenggara Timur;Sumba Barat;Sumba Barat;NTT-02;NTT-02;No Change
53;5302;5302;Nusa Tenggara Timur;Sumba Timur;Sumba Timur;NTT-02;NTT-02;No Change
53;5303;5303;Nusa Tenggara Timur;Kupang;Kupang;NTT-02;NTT-02;No Change
53;5304;5304;Nusa Tenggara Timur;Timor Tengah Selatan;Timor Tengah Selatan;NTT-02;NTT-02;No Change
53;5305;5305;Nusa Tenggara Timur;Timor Tengah Utara;Timor Tengah Utara;NTT-02;NTT-02;No Change
53;5306;5306;Nusa Tenggara Timur;Belu;Belu;NTT-02;NTT-02;No Change
53;5307;5307;Nusa Tenggara Timur;Alor;Alor;NTT-01;NTT-01;No Change
53;5308;5308;Nusa Tenggara Timur;Lembata;Lembata;NTT-01;NTT-01;No Change
53;5309;5309;Nusa Tenggara Timur;Flores Timur;Flores Timur;NTT-01;NTT-01;No Change
53;5310;5310;Nusa Tenggara Timur;Sikka;Sikka;NTT-01;NTT-01;No Change
53;5311;5311;Nusa Tenggara Timur;Ende;Ende;NTT-01;NTT-01;No Change
53;5312;5312;Nusa Tenggara Timur;Ngada;Ngada;NTT-01;NTT-01;No Change
53;5313;5313;Nusa Tenggara Timur;Manggarai;Manggarai;NTT-01;NTT-01;No Change
53;5314;5314;Nusa Tenggara Timur;Rote Ndao;Rote Ndao;NTT-02;NTT-02;No Change
53;5315;5315;Nusa Tenggara Timur;Manggarai Barat;Manggarai Barat;NTT-01;NTT-01;No Change
53;5316;5316;Nusa Tenggara Timur;Sumba Tengah;Sumba Tengah;NTT-02;NTT-02;No Change
53;5317;5317;Nusa Tenggara Timur;Sumba Barat Daya;Sumba Barat Daya;NTT-02;NTT-02;No Change
53;5318;5318;Nusa Tenggara Timur;Nagekeo;Nagekeo;NTT-01;NTT-01;No Change
53;5319;5319;Nusa Tenggara Timur;Manggarai Timur;Manggarai Timur;NTT-01;NTT-01;No Change
53;5320;5320;Nusa Tenggara Timur;Sabu Raijua;Sabu Raijua;NTT-02;NTT-02;No Change
53;5321;5321;Nusa Tenggara Timur;Malaka;Malaka;NTT-02;NTT-02;No Change
53;5371;5371;Nusa Tenggara Timur;Kupang;Kupang;NTT-02;NTT-02;No Change
61;6101;6101;Kalimantan Barat;Sambas;Sambas;Kalbar-01;Kalbar-at-large;Split District
61;6102;6102;Kalimantan Barat;Bengkayang;Bengkayang;Kalbar-01;Kalbar-at-large;Split District
61;6103;6103;Kalimantan Barat;Landak;Landak;Kalbar-01;Kalbar-at-large;Split District
61;6104;6104;Kalimantan Barat;Pontianak;Pontianak;Kalbar-01;Kalbar-at-large;Split District
61;6105;6105;Kalimantan Barat;Sanggau;Sanggau;Kalbar-02;Kalbar-at-large;Split District
61;6106;6106;Kalimantan Barat;Ketapang;Ketapang;Kalbar-02;Kalbar-at-large;Split District
61;6107;6107;Kalimantan Barat;Sintang;Sintang;Kalbar-02;Kalbar-at-large;Split District
61;6108;6108;Kalimantan Barat;Kapuas Hulu;Kapuas Hulu;Kalbar-02;Kalbar-at-large;Split District
61;6109;6109;Kalimantan Barat;Sekadau;Sekadau;Kalbar-02;Kalbar-at-large;Split District
61;6110;6110;Kalimantan Barat;Melawi;Melawi;Kalbar-02;Kalbar-at-large;Split District
61;6111;6111;Kalimantan Barat;Kayong Utara;Kayong Utara;Kalbar-01;Kalbar-at-large;Split District
61;6112;6112;Kalimantan Barat;Kubu Raya;Kubu Raya;Kalbar-01;Kalbar-at-large;Split District
61;6171;6171;Kalimantan Barat;Pontianak;Pontianak;Kalbar-01;Kalbar-at-large;Split District
61;6172;6172;Kalimantan Barat;Singkawang;Singkawang;Kalbar-01;Kalbar-at-large;Split District
62;6201;6201;Kalimantan Tengah;Kotawaringin Barat;Kotawaringin Barat;Kalteng-at-large;Kalteng-at-large;No Change
62;6202;6202;Kalimantan Tengah;Kotawaringin Timur;Kotawaringin Timur;Kalteng-at-large;Kalteng-at-large;No Change
62;6203;6203;Kalimantan Tengah;Kapuas;Kapuas;Kalteng-at-large;Kalteng-at-large;No Change
62;6204;6204;Kalimantan Tengah;Barito Selatan;Barito Selatan;Kalteng-at-large;Kalteng-at-large;No Change
62;6205;6205;Kalimantan Tengah;Barito Utara;Barito Utara;Kalteng-at-large;Kalteng-at-large;No Change
62;6206;6206;Kalimantan Tengah;Sukamara;Sukamara;Kalteng-at-large;Kalteng-at-large;No Change
62;6207;6207;Kalimantan Tengah;Lamandau;Lamandau;Kalteng-at-large;Kalteng-at-large;No Change
62;6208;6208;Kalimantan Tengah;Seruyan;Seruyan;Kalteng-at-large;Kalteng-at-large;No Change
62;6209;6209;Kalimantan Tengah;Katingan;Katingan;Kalteng-at-large;Kalteng-at-large;No Change
62;6210;6210;Kalimantan Tengah;Pulang Pisau;Pulang Pisau;Kalteng-at-large;Kalteng-at-large;No Change
62;6211;6211;Kalimantan Tengah;Gunung Mas;Gunung Mas;Kalteng-at-large;Kalteng-at-large;No Change
62;6212;6212;Kalimantan Tengah;Barito Timur;Barito Timur;Kalteng-at-large;Kalteng-at-large;No Change
62;6213;6213;Kalimantan Tengah;Murung Raya;Murung Raya;Kalteng-at-large;Kalteng-at-large;No Change
62;6271;6271;Kalimantan Tengah;Palangkaraya;Palangkaraya;Kalteng-at-large;Kalteng-at-large;No Change
63;6301;6301;Kalimantan Selatan;Tanah Laut;Tanah Laut;Kalsel-02;Kalsel-02;No Change
63;6302;6302;Kalimantan Selatan;Kota Baru;Kota Baru;Kalsel-02;Kalsel-02;No Change
63;6303;6303;Kalimantan Selatan;Banjar;Banjar;Kalsel-01;Kalsel-01;No Change
63;6304;6304;Kalimantan Selatan;Barito Kuala;Barito Kuala;Kalsel-01;Kalsel-01;No Change
63;6305;6305;Kalimantan Selatan;Tapin;Tapin;Kalsel-01;Kalsel-01;No Change
63;6306;6306;Kalimantan Selatan;Hulu Sungai Selatan;Hulu Sungai Selatan;Kalsel-01;Kalsel-01;No Change
63;6307;6307;Kalimantan Selatan;Hulu Sungai Tengah;Hulu Sungai Tengah;Kalsel-01;Kalsel-01;No Change
63;6308;6308;Kalimantan Selatan;Hulu Sungai Utara;Hulu Sungai Utara;Kalsel-01;Kalsel-01;No Change
63;6309;6309;Kalimantan Selatan;Tabalong;Tabalong;Kalsel-01;Kalsel-01;No Change
63;6310;6310;Kalimantan Selatan;Tanah Bumbu;Tanah Bumbu;Kalsel-02;Kalsel-02;No Change
63;6311;6311;Kalimantan Selatan;Balangan;Balangan;Kalsel-01;Kalsel-01;No Change
63;6371;6371;Kalimantan Selatan;Banjarmasin;Banjarmasin;Kalsel-02;Kalsel-02;No Change
63;6372;6372;Kalimantan Selatan;Banjar Baru;Banjar Baru;Kalsel-02;Kalsel-02;No Change
64;6401;6401;Kalimantan Timur;Pasir;Pasir;Kaltim-at-large;Kaltim-at-large;No Change
64;6402;6402;Kalimantan Timur;Kutai Barat;Kutai Barat;Kaltim-at-large;Kaltim-at-large;No Change
64;6403;6403;Kalimantan Timur;Kutai Kartanegara;Kutai Kartanegara;Kaltim-at-large;Kaltim-at-large;No Change
64;6404;6404;Kalimantan Timur;Kutai Timur;Kutai Timur;Kaltim-at-large;Kaltim-at-large;No Change
64;6405;6405;Kalimantan Timur;Berau;Berau;Kaltim-at-large;Kaltim-at-large;No Change
64;6409;6409;Kalimantan Timur;Penajam Paser Utara;Penajam Paser Utara;Kaltim-at-large;Kaltim-at-large;No Change
64;6411;6411;Kalimantan Timur;Mahakam Hulu;Mahakam Hulu;Kaltim-at-large;Kaltim-at-large;No Change
64;6471;6471;Kalimantan Timur;Balikpapan;Balikpapan;Kaltim-at-large;Kaltim-at-large;No Change
64;6472;6472;Kalimantan Timur;Samarinda;Samarinda;Kaltim-at-large;Kaltim-at-large;No Change
64;6474;6474;Kalimantan Timur;Bontang;Bontang;Kaltim-at-large;Kaltim-at-large;No Change
65;6501;6501;Kalimantan Utara;Malinau;Malinau;Kalut-at-large;Kaltim-at-large;Split District
65;6502;6502;Kalimantan Utara;Bulungan;Bulungan;Kalut-at-large;Kaltim-at-large;Split District
65;6503;6503;Kalimantan Utara;Tana Tidung;Tana Tidung;Kalut-at-large;Kaltim-at-large;Split District
65;6504;6504;Kalimantan Utara;Nunukan;Nunukan;Kalut-at-large;Kaltim-at-large;Split District
65;6571;6571;Kalimantan Utara;Tarakan;Tarakan;Kalut-at-large;Kaltim-at-large;Split District
71;7101;7101;Sulawesi Utara;Bolaang Mongondow;Bolaang Mongondow;Sulut-at-large;Sulut-at-large;No Change
71;7102;7102;Sulawesi Utara;Minahasa;Minahasa;Sulut-at-large;Sulut-at-large;No Change
71;7103;7103;Sulawesi Utara;Kepulauan Sangihe;Kepulauan Sangihe;Sulut-at-large;Sulut-at-large;No Change
71;7104;7104;Sulawesi Utara;Kepulauan Talaud;Kepulauan Talaud;Sulut-at-large;Sulut-at-large;No Change
71;7105;7105;Sulawesi Utara;Minahasa Selatan;Minahasa Selatan;Sulut-at-large;Sulut-at-large;No Change
71;7106;7106;Sulawesi Utara;Minahasa Utara;Minahasa Utara;Sulut-at-large;Sulut-at-large;No Change
71;7107;7107;Sulawesi Utara;Bolaang Mongondow Utara;Bolaang Mongondow Utara;Sulut-at-large;Sulut-at-large;No Change
71;7108;7108;Sulawesi Utara;Kep. Siau Tagulandang Biaro (Sitaro);Kep. Siau Tagulandang Biaro (Sitaro);Sulut-at-large;Sulut-at-large;No Change
71;7109;7109;Sulawesi Utara;Minahasa Tenggara (Mitra);Minahasa Tenggara (Mitra);Sulut-at-large;Sulut-at-large;No Change
71;7110;7110;Sulawesi Utara;Bolaang Mongondow Selatan;Bolaang Mongondow Selatan;Sulut-at-large;Sulut-at-large;No Change
71;7111;7111;Sulawesi Utara;Bolaang Mongondow Timur;Bolaang Mongondow Timur;Sulut-at-large;Sulut-at-large;No Change
71;7171;7171;Sulawesi Utara;Manado;Manado;Sulut-at-large;Sulut-at-large;No Change
71;7172;7172;Sulawesi Utara;Bitung;Bitung;Sulut-at-large;Sulut-at-large;No Change
71;7173;7173;Sulawesi Utara;Tomohon;Tomohon;Sulut-at-large;Sulut-at-large;No Change
71;7174;7174;Sulawesi Utara;Kotamobagu;Kotamobagu;Sulut-at-large;Sulut-at-large;No Change
72;7201;7201;Sulawesi Tengah;Banggai Kepulauan;Banggai Kepulauan;Sulteng-at-large;Sulteng-at-large;No Change
72;7202;7202;Sulawesi Tengah;Banggai;Banggai;Sulteng-at-large;Sulteng-at-large;No Change
72;7203;7203;Sulawesi Tengah;Morowali;Morowali;Sulteng-at-large;Sulteng-at-large;No Change
72;7204;7204;Sulawesi Tengah;Poso;Poso;Sulteng-at-large;Sulteng-at-large;No Change
72;7205;7205;Sulawesi Tengah;Donggala;Donggala;Sulteng-at-large;Sulteng-at-large;No Change
72;7206;7206;Sulawesi Tengah;Toli-Toli;Toli-Toli;Sulteng-at-large;Sulteng-at-large;No Change
72;7207;7207;Sulawesi Tengah;Buol;Buol;Sulteng-at-large;Sulteng-at-large;No Change
72;7208;7208;Sulawesi Tengah;Parigi Moutong;Parigi Moutong;Sulteng-at-large;Sulteng-at-large;No Change
72;7209;7209;Sulawesi Tengah;Tojo Una-Una;Tojo Una-Una;Sulteng-at-large;Sulteng-at-large;No Change
72;7210;7210;Sulawesi Tengah;Sigi;Sigi;Sulteng-at-large;Sulteng-at-large;No Change
72;7211;7211;Sulawesi Tengah;Banggai Laut;Banggai Laut;Sulteng-at-large;Sulteng-at-large;No Change
72;7212;7212;Sulawesi Tengah;Morowali Utara;Morowali Utara;Sulteng-at-large;Sulteng-at-large;No Change
72;7271;7271;Sulawesi Tengah;Palu;Palu;Sulteng-at-large;Sulteng-at-large;No Change
73;7301;7301;Sulawesi Selatan;Selayar;Selayar;Sulsel-01;Sulsel-01;No Change
73;7302;7302;Sulawesi Selatan;Bulukumba;Bulukumba;Sulsel-02;Sulsel-02;No Change
73;7303;7303;Sulawesi Selatan;Bantaeng;Bantaeng;Sulsel-01;Sulsel-01;No Change
73;7304;7304;Sulawesi Selatan;Jeneponto;Jeneponto;Sulsel-01;Sulsel-01;No Change
73;7305;7305;Sulawesi Selatan;Takalar;Takalar;Sulsel-01;Sulsel-01;No Change
73;7306;7306;Sulawesi Selatan;Gowa;Gowa;Sulsel-01;Sulsel-01;No Change
73;7307;7307;Sulawesi Selatan;Sinjai;Sinjai;Sulsel-02;Sulsel-02;No Change
73;7308;7308;Sulawesi Selatan;Maros;Maros;Sulsel-02;Sulsel-02;No Change
73;7309;7309;Sulawesi Selatan;Pangkajene Kepulauan;Pangkajene Kepulauan;Sulsel-02;Sulsel-02;No Change
73;7310;7310;Sulawesi Selatan;Barru;Barru;Sulsel-02;Sulsel-02;No Change
73;7311;7311;Sulawesi Selatan;Bone;Bone;Sulsel-02;Sulsel-02;No Change
73;7312;7312;Sulawesi Selatan;Soppeng;Soppeng;Sulsel-02;Sulsel-02;No Change
73;7313;7313;Sulawesi Selatan;Wajo;Wajo;Sulsel-02;Sulsel-02;No Change
73;7314;7314;Sulawesi Selatan;Sidenreng Rappang;Sidenreng Rappang;Sulsel-03;Sulsel-03;No Change
73;7315;7315;Sulawesi Selatan;Pinrang;Pinrang;Sulsel-03;Sulsel-03;No Change
73;7316;7316;Sulawesi Selatan;Enrekang;Enrekang;Sulsel-03;Sulsel-03;No Change
73;7317;7317;Sulawesi Selatan;Luwu;Luwu;Sulsel-03;Sulsel-03;No Change
73;7318;7318;Sulawesi Selatan;Tana Toraja;Tana Toraja;Sulsel-03;Sulsel-03;No Change
73;7322;7322;Sulawesi Selatan;Luwu Utara;Luwu Utara;Sulsel-03;Sulsel-03;No Change
73;7325;7325;Sulawesi Selatan;Luwu Timur;Luwu Timur;Sulsel-03;Sulsel-03;No Change
73;7326;7326;Sulawesi Selatan;Toraja Utara;Toraja Utara;Sulsel-03;Sulsel-03;No Change
73;7371;7371;Sulawesi Selatan;Makassar;Makassar;Sulsel-01;Sulsel-01;No Change
73;7372;7372;Sulawesi Selatan;Pare-Pare;Pare-Pare;Sulsel-02;Sulsel-02;No Change
73;7373;7373;Sulawesi Selatan;Palopo;Palopo;Sulsel-03;Sulsel-03;No Change
74;7401;7401;Sulawesi Tenggara;Buton;Buton;Sultra-at-large;Sultra-at-large;No Change
74;7402;7402;Sulawesi Tenggara;Muna;Muna;Sultra-at-large;Sultra-at-large;No Change
74;7403;7403;Sulawesi Tenggara;Konawe;Konawe;Sultra-at-large;Sultra-at-large;No Change
74;7404;7404;Sulawesi Tenggara;Kolaka;Kolaka;Sultra-at-large;Sultra-at-large;No Change
74;7405;7405;Sulawesi Tenggara;Konawe Selatan;Konawe Selatan;Sultra-at-large;Sultra-at-large;No Change
74;7406;7406;Sulawesi Tenggara;Bombana;Bombana;Sultra-at-large;Sultra-at-large;No Change
74;7407;7407;Sulawesi Tenggara;Wakatobi;Wakatobi;Sultra-at-large;Sultra-at-large;No Change
74;7408;7408;Sulawesi Tenggara;Kolaka Utara;Kolaka Utara;Sultra-at-large;Sultra-at-large;No Change
74;7409;7409;Sulawesi Tenggara;Buton Utara;Buton Utara;Sultra-at-large;Sultra-at-large;No Change
74;7410;7410;Sulawesi Tenggara;Konawe Utara;Konawe Utara;Sultra-at-large;Sultra-at-large;No Change
74;7411;7411;Sulawesi Tenggara;Kolaka Timur;Kolaka Timur;Sultra-at-large;Sultra-at-large;No Change
74;7412;7412;Sulawesi Tenggara;Konawe Kepulauan;Konawe Kepulauan;Sultra-at-large;Sultra-at-large;No Change
74;7402;7413;Sulawesi Tenggara;Muna;Muna Barat;Sultra-at-large;Sultra-at-large;No Change
74;7401;7414;Sulawesi Tenggara;Buton;Buton Tengah;Sultra-at-large;Sultra-at-large;No Change
74;7401;7415;Sulawesi Tenggara;Buton;Buton Selatan;Sultra-at-large;Sultra-at-large;No Change
74;7471;7471;Sulawesi Tenggara;Kendari;Kendari;Sultra-at-large;Sultra-at-large;No Change
74;7472;7472;Sulawesi Tenggara;Bau-bau;Bau-bau;Sultra-at-large;Sultra-at-large;No Change
75;7501;7501;Gorontalo;Boalemo;Boalemo;Gorontalo-at-large;Gorontalo-at-large;No Change
75;7502;7502;Gorontalo;Gorontalo;Gorontalo;Gorontalo-at-large;Gorontalo-at-large;No Change
75;7503;7503;Gorontalo;Pohuwato;Pohuwato;Gorontalo-at-large;Gorontalo-at-large;No Change
75;7504;7504;Gorontalo;Bone Bolango;Bone Bolango;Gorontalo-at-large;Gorontalo-at-large;No Change
75;7505;7505;Gorontalo;Gorontalo Utara;Gorontalo Utara;Gorontalo-at-large;Gorontalo-at-large;No Change
75;7571;7571;Gorontalo;Gorontalo;Gorontalo;Gorontalo-at-large;Gorontalo-at-large;No Change
76;7601;7601;Sulawesi Barat;Majene;Majene;Sulbar-at-large;Sulbar-at-large;No Change
76;7602;7602;Sulawesi Barat;Polewali Mandar;Polewali Mandar;Sulbar-at-large;Sulbar-at-large;No Change
76;7603;7603;Sulawesi Barat;Mamasa;Mamasa;Sulbar-at-large;Sulbar-at-large;No Change
76;7604;7604;Sulawesi Barat;Mamuju;Mamuju;Sulbar-at-large;Sulbar-at-large;No Change
76;7605;7605;Sulawesi Barat;Mamuju Utara;Mamuju Utara;Sulbar-at-large;Sulbar-at-large;No Change
76;7606;7606;Sulawesi Barat;Mamuju Tengah;Mamuju Tengah;Sulbar-at-large;Sulbar-at-large;No Change
81;8101;8101;Maluku;Maluku Tenggara Barat;Maluku Tenggara Barat;Maluku-at-large;Maluku-at-large;No Change
81;8102;8102;Maluku;Maluku Tenggara;Maluku Tenggara;Maluku-at-large;Maluku-at-large;No Change
81;8103;8103;Maluku;Maluku Tengah;Maluku Tengah;Maluku-at-large;Maluku-at-large;No Change
81;8104;8104;Maluku;Buru;Buru;Maluku-at-large;Maluku-at-large;No Change
81;8105;8105;Maluku;Kepulauan Aru;Kepulauan Aru;Maluku-at-large;Maluku-at-large;No Change
81;8106;8106;Maluku;Seram Bagian Barat;Seram Bagian Barat;Maluku-at-large;Maluku-at-large;No Change
81;8107;8107;Maluku;Seram Bagian Timur;Seram Bagian Timur;Maluku-at-large;Maluku-at-large;No Change
81;8108;8108;Maluku;Maluku Barat Daya;Maluku Barat Daya;Maluku-at-large;Maluku-at-large;No Change
81;8109;8109;Maluku;Buru Selatan;Buru Selatan;Maluku-at-large;Maluku-at-large;No Change
81;8171;8171;Maluku;Ambon;Ambon;Maluku-at-large;Maluku-at-large;No Change
81;8172;8172;Maluku;Tual;Tual;Maluku-at-large;Maluku-at-large;No Change
82;8201;8201;Maluku Utara;Halmahera Barat;Halmahera Barat;Malut-at-large;Malut-at-large;No Change
82;8202;8202;Maluku Utara;Halmahera Tengah;Halmahera Tengah;Malut-at-large;Malut-at-large;No Change
82;8203;8203;Maluku Utara;Kepulauan Sula;Kepulauan Sula;Malut-at-large;Malut-at-large;No Change
82;8204;8204;Maluku Utara;Halmahera Selatan;Halmahera Selatan;Malut-at-large;Malut-at-large;No Change
82;8205;8205;Maluku Utara;Halmahera Utara;Halmahera Utara;Malut-at-large;Malut-at-large;No Change
82;8206;8206;Maluku Utara;Halmahera Timur;Halmahera Timur;Malut-at-large;Malut-at-large;No Change
82;8207;8207;Maluku Utara;Morotai;Morotai;Malut-at-large;Malut-at-large;No Change
82;8208;8208;Maluku Utara;Pulau Taliabu;Pulau Taliabu;Malut-at-large;Malut-at-large;No Change
82;8271;8271;Maluku Utara;Ternate;Ternate;Malut-at-large;Malut-at-large;No Change
82;8272;8272;Maluku Utara;Tidore Kepulauan;Tidore Kepulauan;Malut-at-large;Malut-at-large;No Change
91;9101;9101;Papua Barat;Fak-Fak;Fak-Fak;Pabar-at-large;Pabar-at-large;No Change
91;9102;9102;Papua Barat;Kaimana;Kaimana;Pabar-at-large;Pabar-at-large;No Change
91;9103;9103;Papua Barat;Teluk Wondama;Teluk Wondama;Pabar-at-large;Pabar-at-large;No Change
91;9104;9104;Papua Barat;Teluk Bintuni;Teluk Bintuni;Pabar-at-large;Pabar-at-large;No Change
91;9105;9105;Papua Barat;Manokwari;Manokwari;Pabar-at-large;Pabar-at-large;No Change
91;9106;9106;Papua Barat;Sorong Selatan;Sorong Selatan;Pabar-at-large;Pabar-at-large;No Change
91;9107;9107;Papua Barat;Sorong;Sorong;Pabar-at-large;Pabar-at-large;No Change
91;9108;9108;Papua Barat;Raja Ampat;Raja Ampat;Pabar-at-large;Pabar-at-large;No Change
91;9109;9109;Papua Barat;Tambrauw;Tambrauw;Pabar-at-large;Pabar-at-large;No Change
91;9110;9110;Papua Barat;Maybrat;Maybrat;Pabar-at-large;Pabar-at-large;No Change
91;9111;9111;Papua Barat;Manokwari Selatan;Manokwari Selatan;Pabar-at-large;Pabar-at-large;No Change
91;9112;9112;Papua Barat;Pegunungan Arfak;Pegunungan Arfak;Pabar-at-large;Pabar-at-large;No Change
91;9171;9171;Papua Barat;Sorong;Sorong;Pabar-at-large;Pabar-at-large;No Change
94;9401;9401;Papua;Merauke;Merauke;Papua-at-large;Papua-at-large;No Change
94;9402;9402;Papua;Jayawijaya;Jayawijaya;Papua-at-large;Papua-at-large;No Change
94;9403;9403;Papua;Jayapura;Jayapura;Papua-at-large;Papua-at-large;No Change
94;9404;9404;Papua;Nabire;Nabire;Papua-at-large;Papua-at-large;No Change
94;9408;9408;Papua;Yapen Waropen;Yapen Waropen;Papua-at-large;Papua-at-large;No Change
94;9409;9409;Papua;Biak Numfor;Biak Numfor;Papua-at-large;Papua-at-large;No Change
94;9410;9410;Papua;Paniai;Paniai;Papua-at-large;Papua-at-large;No Change
94;9411;9411;Papua;Puncak Jaya;Puncak Jaya;Papua-at-large;Papua-at-large;No Change
94;9412;9412;Papua;Mimika;Mimika;Papua-at-large;Papua-at-large;No Change
94;9413;9413;Papua;Boven Digoel;Boven Digoel;Papua-at-large;Papua-at-large;No Change
94;9414;9414;Papua;Mappi;Mappi;Papua-at-large;Papua-at-large;No Change
94;9415;9415;Papua;Asmat;Asmat;Papua-at-large;Papua-at-large;No Change
94;9416;9416;Papua;Yahukimo;Yahukimo;Papua-at-large;Papua-at-large;No Change
94;9417;9417;Papua;Pegunungan Bintang;Pegunungan Bintang;Papua-at-large;Papua-at-large;No Change
94;9418;9418;Papua;Tolikara;Tolikara;Papua-at-large;Papua-at-large;No Change
94;9419;9419;Papua;Sarmi;Sarmi;Papua-at-large;Papua-at-large;No Change
94;9420;9420;Papua;Keerom;Keerom;Papua-at-large;Papua-at-large;No Change
94;9426;9426;Papua;Waropen;Waropen;Papua-at-large;Papua-at-large;No Change
94;9427;9427;Papua;Supiori;Supiori;Papua-at-large;Papua-at-large;No Change
94;9428;9428;Papua;Mamberamo Raya;Mamberamo Raya;Papua-at-large;Papua-at-large;No Change
94;9429;9429;Papua;Nduga;Nduga;Papua-at-large;Papua-at-large;No Change
94;9430;9430;Papua;Lanny Jaya;Lanny Jaya;Papua-at-large;Papua-at-large;No Change
94;9431;9431;Papua;Mamberamo Tengah;Mamberamo Tengah;Papua-at-large;Papua-at-large;No Change
94;9432;9432;Papua;Yalimo;Yalimo;Papua-at-large;Papua-at-large;No Change
94;9433;9433;Papua;Puncak;Puncak;Papua-at-large;Papua-at-large;No Change
94;9434;9434;Papua;Dogiyai;Dogiyai;Papua-at-large;Papua-at-large;No Change
94;9435;9435;Papua;Intan Jaya;Intan Jaya;Papua-at-large;Papua-at-large;No Change
94;9436;9436;Papua;Deiyai;Deiyai;Papua-at-large;Papua-at-large;No Change
94;9471;9471;Papua;Jayapura;Jayapura;Papua-at-large;Papua-at-large;No Change
