kode_prov,kode_bps_2010,kode_bps_2014_x,kode_bps_2019,name_prov,name_kab_2014,name_kab_2019,dapil_2019,dapil 2014,change_14_19,name_kab_2010,Islam,Kristen,Katolik,Hindu,Budha,Khong Hu Chu,Lainnya,Tidak Terjawab,Tidak Ditanyakan
14,1410,1410,1410,Riau,Kepulauan Meranti,Kepulauan Meranti,Riau-01,Riau-01,No Change,Kepulauan Meranti,84.45629360712462,1.3330308015202224,0.09189403823245787,0.04140904191956435,13.093765953826079,0.7464972488513245,0.1786828521186681,0.0,0.058426456407056564
14,1471,1471,1471,Riau,Pekan Baru,Pekan Baru,Riau-01,Riau-01,No Change,Kota Pekanbaru,84.88271455734059,9.601600415252511,1.2553368524349857,0.031188493228198413,3.465041597652843,0.034530117502648235,0.014368984380134269,0.044554990325997725,0.6706639918820808
14,1473,1473,1473,Riau,Dumai,Dumai,Riau-01,Riau-01,No Change,Kota Dumai,85.61285721602975,10.057800735215896,0.6914811881656245,0.022458363376319432,3.2028778225631687,0.1662706902597684,0.0,0.0,0.24625398438946744
15,1501,1501,1501,Jambi,Kerinci,Kerinci,Jambi-at-large,Jambi-at-large,No Change,Kerinci,99.76731519205211,0.18431774112725768,0.04793132747990152,0.0,0.0,0.0,0.0,0.0004357393407263775,0.0
15,1502,1502,1502,Jambi,Merangin,Merangin,Jambi-at-large,Jambi-at-large,No Change,Merangin,97.95021698288748,1.4876682892865074,0.15095766582834644,0.009003439313817878,0.024009171503514344,0.003901490369321081,0.009603668601405735,0.0036013757255271514,0.36103791648409694
15,1503,1503,1503,Jambi,Sarolangun,Sarolangun,Jambi-at-large,Jambi-at-large,No Change,Sarolangun,96.68947592844525,2.261568762817519,0.2818331336676887,0.005685394627302077,0.09056021442059736,0.006497593859773803,0.051980750878190415,0.0020304980811793128,0.6103677232025015
15,1504,1504,1504,Jambi,Batanghari,Batanghari,Jambi-at-large,Jambi-at-large,No Change,Batang Hari,97.90829307101362,1.6893599741437175,0.16284485401974028,0.007872906428435281,0.09157433266758933,0.014502722368170254,0.0,0.0004143634962334358,0.1251377758624976
15,1505,1505,1505,Jambi,Muaro Jambi,Muaro Jambi,Jambi-at-large,Jambi-at-large,No Change,Muaro Jambi,95.13722036903124,3.4841610487765053,0.3259931418974084,0.04373789918122653,0.2904196505633441,0.053651822995637866,0.0005831719890830204,0.007289649863537755,0.6569432457020224
15,1506,1506,1506,Jambi,Tanjung Jabung Timur,Tanjung Jabung Timur,Jambi-at-large,Jambi-at-large,No Change,Tanjung Jabung Timur,98.40260727230209,0.9679839432557776,0.13250711251412758,0.0019486340075607,0.1208153084687634,0.013153279551034723,0.0019486340075607,0.0,0.35903581589305894
15,1507,1507,1507,Jambi,Tanjung Jabung Barat,Tanjung Jabung Barat,Jambi-at-large,Jambi-at-large,No Change,Tanjung Jabung Barat,94.26528569532292,4.173767045393394,0.3652135853713663,0.013991483133087705,0.5499729139236783,0.052019616776864536,0.00035875597777147966,0.022601626599603214,0.5567892775013363
15,1508,1508,1508,Jambi,Tebo,Tebo,Jambi-at-large,Jambi-at-large,No Change,Tebo,97.28382622130418,1.923522595596756,0.3261289401649117,0.03358691453809596,0.033251045392715,0.0070532520530001514,0.04332711975414378,0.0033586914538095954,0.34594521974238834
15,1509,1509,1509,Jambi,Bungo,Bungo,Jambi-at-large,Jambi-at-large,No Change,Bungo,97.00529467069128,1.610173684991835,0.34407112342685603,0.005608062414435813,0.3698022333283851,0.0003298860243785772,0.0,0.008906922658221584,0.6558134164646114
15,1571,1571,1571,Jambi,Jambi,Jambi,Jambi-at-large,Jambi-at-large,No Change,Kota Jambi,87.28530413250178,5.757750673583312,1.3172713718161084,0.039108256542642106,4.772523441451368,0.19723346689053636,0.0013161432490312243,0.031023376584307438,0.5984691373809126
15,1572,1572,1572,Jambi,Sungai Penuh,Sungai Penuh,Jambi-at-large,Jambi-at-large,No Change,Kota Sungai Penuh,99.05702793676254,0.5881423693388259,0.1482507625192908,0.001215170184584351,0.13366872030427862,0.0,0.0,0.004860680738337404,0.06683436015213931
16,1601,1601,1601,Sumatera Selatan,Ogan Komering Ulu,Ogan Komering Ulu,Sumsel-02,Sumsel-02,No Change,Ogan Komering Ulu,96.95628693545649,0.7039145797651559,0.99091175608326,0.6492925365304202,0.25366847197148545,0.0015429955716027095,0.0018515946859232516,0.0191331450878736,0.42339798484778346
16,1602,1602,1602,Sumatera Selatan,Ogan Komering Ilir,Ogan Komering Ilir,Sumsel-02,Sumsel-02,No Change,Ogan Komering Ilir,97.46389762653706,0.6824530916609841,0.4105167066276589,1.3764545434548294,0.05499219110886254,0.0015122852554937199,0.000412441433316469,0.008523789621873694,0.0012373242999494073
